row_id,class,largest_spot_size,spot_distribution,activity,evolution,previous_activity,complex,complex_path,area,area_largest,c_class_flares
798,C,R,O,1,2.0,1,1,2,1,1.0,0.0
799,B,X,O,1,1.0,1,2,2,1,1.0,0.0
802,B,X,O,1,3.0,1,1,2,1,1.0,1.0
805,H,S,X,1,3.0,1,1,2,1,1.0,0.0
806,C,S,O,2,3.0,1,1,2,1,1.0,0.0
807,B,X,O,2,3.0,1,1,2,1,1.0,0.0
808,C,S,O,1,3.0,1,1,2,1,1.0,0.0
811,H,A,X,1,3.0,1,1,1,1,1.0,0.0
812,H,A,X,1,3.0,1,1,1,1,1.0,0.0
813,H,A,X,1,2.0,1,1,1,1,1.0,0.0
814,H,A,X,1,2.0,1,1,1,1,1.0,0.0
815,H,S,X,1,3.0,1,1,2,1,1.0,0.0
816,D,A,I,1,3.0,1,2,2,1,1.0,2.0
818,D,R,O,1,2.0,1,1,2,1,1.0,1.0
820,C,A,O,1,3.0,1,1,2,1,1.0,0.0
821,H,S,X,1,2.0,1,1,1,1,1.0,0.0
822,H,S,X,1,2.0,1,1,1,1,1.0,0.0
823,C,S,O,1,3.0,1,1,2,1,1.0,0.0
824,B,X,O,1,3.0,1,1,2,1,1.0,0.0
825,H,S,X,1,2.0,1,1,1,1,1.0,0.0
826,H,S,X,1,3.0,1,1,2,1,1.0,0.0
827,D,A,I,1,3.0,1,2,2,1,1.0,3.0
829,D,R,O,1,3.0,1,1,2,1,1.0,0.0
830,D,A,I,1,3.0,1,2,2,1,1.0,0.0
831,C,A,O,1,3.0,1,1,2,1,1.0,0.0
832,H,S,X,1,2.0,1,1,1,1,1.0,0.0
833,H,S,X,1,2.0,1,1,1,1,1.0,0.0
836,D,H,O,1,3.0,1,2,2,1,1.0,0.0
838,C,R,O,2,2.0,1,1,2,1,1.0,0.0
840,C,R,O,1,2.0,1,1,2,1,1.0,0.0
843,C,S,O,1,3.0,1,1,2,1,1.0,3.0
847,D,R,O,1,2.0,1,1,2,1,1.0,0.0
849,H,S,X,1,1.0,1,1,2,1,1.0,0.0
850,D,S,O,1,1.0,1,1,2,1,1.0,0.0
851,C,S,O,1,3.0,1,1,2,1,1.0,0.0
852,D,A,I,2,3.0,1,1,2,1,1.0,3.0
853,C,A,O,1,3.0,1,2,2,1,1.0,0.0
854,H,S,X,1,2.0,1,2,1,1,1.0,0.0
856,C,R,O,1,2.0,1,1,2,1,1.0,0.0
858,C,S,O,1,3.0,1,1,2,1,1.0,0.0
859,C,S,O,1,3.0,1,1,2,1,1.0,0.0
861,E,A,I,1,3.0,1,2,2,1,1.0,3.0
862,H,S,X,1,2.0,1,2,1,1,1.0,0.0
864,H,S,X,1,3.0,1,1,2,1,1.0,0.0
865,C,R,O,1,2.0,1,1,2,1,1.0,0.0
866,H,S,X,1,3.0,1,2,2,1,1.0,0.0
870,E,A,I,1,2.0,1,2,2,1,1.0,0.0
873,B,X,O,1,3.0,1,1,2,1,1.0,0.0
876,H,R,X,1,1.0,1,1,2,1,1.0,0.0
878,H,S,X,1,1.0,1,1,2,1,1.0,0.0
880,D,A,I,2,2.0,1,2,2,1,1.0,1.0
881,D,S,I,2,3.0,1,2,2,1,1.0,0.0
882,H,S,X,1,2.0,1,2,1,1,1.0,0.0
883,C,R,O,1,2.0,1,1,2,1,1.0,0.0
884,D,R,O,1,3.0,1,1,2,1,1.0,0.0
885,D,S,O,1,3.0,1,1,2,1,1.0,2.0
888,H,S,X,1,1.0,1,1,2,1,1.0,0.0
889,D,S,O,1,2.0,1,2,2,1,1.0,3.0
890,D,S,O,1,2.0,1,2,2,1,1.0,0.0
891,H,S,X,1,2.0,1,2,1,1,1.0,0.0
892,D,S,O,1,3.0,1,1,2,1,1.0,0.0
893,E,S,O,2,3.0,3,1,2,1,1.0,0.0
894,B,X,O,1,3.0,1,1,2,1,1.0,0.0
895,H,S,X,1,3.0,1,2,2,1,1.0,0.0
898,D,K,I,2,2.0,1,2,2,1,1.0,3.0
899,C,S,O,1,2.0,1,2,2,1,1.0,0.0
901,B,X,O,1,3.0,1,1,2,1,1.0,0.0
904,D,R,O,1,3.0,1,1,2,1,1.0,0.0
907,H,S,X,1,3.0,1,1,2,1,1.0,0.0
908,D,K,I,2,2.0,1,2,2,1,1.0,0.0
909,C,S,O,1,2.0,1,2,2,1,1.0,0.0
911,B,X,O,1,1.0,1,1,2,1,1.0,0.0
912,D,A,I,1,3.0,1,2,2,1,1.0,0.0
914,D,R,O,1,3.0,1,1,2,1,1.0,0.0
918,C,S,O,1,1.0,1,2,2,1,1.0,0.0
924,E,S,I,1,3.0,1,1,2,1,1.0,0.0
925,D,S,I,1,3.0,1,1,2,1,1.0,0.0
929,H,S,X,1,2.0,1,2,1,1,1.0,0.0
930,H,R,X,1,3.0,1,1,2,1,1.0,0.0
931,E,A,I,1,2.0,1,2,2,1,1.0,0.0
932,D,K,I,1,3.0,1,2,2,1,1.0,1.0
933,D,A,O,1,3.0,1,2,2,1,1.0,0.0
934,E,K,I,1,3.0,1,2,2,2,1.0,0.0
935,D,K,I,1,3.0,1,2,2,1,1.0,0.0
936,H,R,X,1,3.0,1,1,2,1,1.0,0.0
939,C,S,O,1,2.0,1,2,2,1,1.0,0.0
941,D,K,I,2,2.0,1,2,2,1,1.0,0.0
943,E,K,I,1,2.0,1,2,2,1,1.0,1.0
944,D,K,I,1,3.0,1,2,2,1,1.0,1.0
945,H,R,X,1,3.0,1,1,2,1,1.0,1.0
950,F,K,C,1,2.0,1,2,2,2,1.0,0.0
951,E,K,C,2,3.0,1,2,2,2,1.0,0.0
955,B,X,O,1,3.0,1,1,2,1,1.0,0.0
956,H,S,X,1,2.0,1,2,1,1,1.0,0.0
962,H,S,X,1,3.0,1,1,2,1,1.0,0.0
964,D,S,O,1,3.0,1,1,2,1,1.0,0.0
965,H,S,X,1,2.0,1,1,1,1,1.0,0.0
966,B,X,O,1,3.0,1,1,2,1,1.0,0.0
967,H,S,X,1,2.0,1,2,1,1,1.0,0.0
970,F,K,I,1,2.0,1,2,2,2,1.0,0.0
972,C,R,I,1,2.0,1,1,2,1,1.0,0.0
973,B,S,O,1,3.0,1,1,2,1,1.0,0.0
974,D,A,O,1,3.0,1,2,2,1,1.0,1.0
977,C,R,O,1,2.0,1,1,2,1,1.0,0.0
978,H,S,X,1,2.0,1,2,1,1,1.0,0.0
981,E,K,I,1,3.0,1,2,2,2,1.0,1.0
983,B,S,O,1,2.0,1,1,2,1,1.0,0.0
984,E,A,I,1,3.0,1,2,2,1,1.0,0.0
986,H,S,X,1,2.0,1,1,1,1,1.0,0.0
988,H,S,X,1,3.0,1,2,2,1,1.0,0.0
990,E,A,I,1,2.0,1,2,2,1,1.0,3.0
994,H,S,X,1,2.0,1,1,1,1,1.0,0.0
995,H,R,X,1,3.0,1,1,2,1,1.0,0.0
996,D,S,O,1,3.0,1,1,2,1,1.0,0.0
997,H,R,X,1,2.0,1,1,1,1,1.0,0.0
999,F,S,I,2,2.0,1,2,2,1,1.0,2.0
1000,D,S,I,1,3.0,1,1,2,1,1.0,1.0
1001,H,S,X,1,3.0,1,1,2,1,1.0,0.0
1002,D,S,O,1,3.0,1,2,2,1,1.0,0.0
1004,H,A,X,1,3.0,1,1,1,1,1.0,0.0
1005,D,S,O,1,2.0,1,1,2,1,1.0,0.0
1006,H,S,X,1,2.0,1,1,1,1,1.0,0.0
1007,C,S,O,1,3.0,1,1,2,1,1.0,0.0
1008,H,S,X,1,2.0,1,2,1,1,1.0,0.0
1009,E,K,C,2,3.0,1,2,2,2,1.0,2.0
1011,C,S,O,1,2.0,1,2,2,1,1.0,0.0
1013,H,A,X,1,2.0,1,1,1,1,1.0,0.0
1014,B,X,O,1,3.0,1,1,2,1,1.0,0.0
1016,D,A,O,1,3.0,1,1,2,1,1.0,0.0
1017,D,H,O,1,3.0,1,2,2,1,1.0,0.0
1018,D,S,O,1,3.0,1,1,2,1,1.0,2.0
1020,F,A,I,1,2.0,1,2,2,1,1.0,0.0
1021,C,S,O,1,2.0,1,2,2,1,1.0,0.0
1023,H,A,X,1,2.0,1,1,1,1,1.0,0.0
1024,H,S,X,1,2.0,1,1,1,1,1.0,0.0
1025,D,A,O,1,2.0,1,1,2,1,1.0,0.0
1026,D,H,O,1,3.0,1,2,2,1,1.0,0.0
1027,D,S,O,1,3.0,1,1,2,1,1.0,0.0
1029,F,S,I,1,3.0,1,2,2,1,1.0,0.0
1031,B,X,I,1,2.0,1,1,2,1,1.0,0.0
1032,D,H,O,1,2.0,1,2,2,1,1.0,0.0
1033,D,R,O,1,3.0,1,1,2,1,1.0,0.0
1034,D,A,I,2,3.0,2,1,2,1,1.0,0.0
1035,H,S,X,1,2.0,1,1,1,1,1.0,0.0
1037,C,R,O,1,2.0,1,1,2,1,1.0,0.0
1038,D,H,O,1,2.0,1,2,2,1,1.0,0.0
1040,E,A,I,1,2.0,1,2,2,1,1.0,0.0
1041,H,S,X,1,2.0,1,1,1,1,1.0,1.0
1042,C,S,O,1,3.0,1,1,2,1,1.0,0.0
1044,D,S,O,1,3.0,1,2,2,1,1.0,0.0
1045,B,X,O,1,1.0,1,1,2,1,1.0,0.0
1051,D,H,O,1,3.0,1,2,2,1,1.0,0.0
1053,D,S,O,1,3.0,1,1,2,1,1.0,0.0
1057,D,S,O,1,2.0,1,2,2,1,1.0,0.0
1060,D,R,O,1,3.0,1,1,2,1,1.0,0.0
1061,H,S,X,1,2.0,1,1,1,1,1.0,0.0
1063,C,S,O,1,2.0,1,2,2,1,1.0,0.0
1065,B,X,O,1,1.0,1,1,2,1,1.0,0.0
