row_id,checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
835,<0,12.0,no credits/all paid,new car,1082.0,<100,1<=X<4,4.0,male single,none,4.0,car,48.0,bank,own,2.0,skilled,1.0,none,yes,bad
841,no checking,21.0,delayed previously,used car,2993.0,<100,1<=X<4,3.0,male single,none,2.0,real estate,28.0,stores,own,2.0,unskilled resident,1.0,none,yes,good
842,no checking,18.0,existing paid,repairs,1943.0,<100,<1,4.0,female div/dep/mar,none,4.0,real estate,23.0,none,own,1.0,skilled,1.0,none,yes,bad
843,no checking,24.0,all paid,business,1559.0,<100,4<=X<7,4.0,male single,none,4.0,car,50.0,bank,own,1.0,skilled,1.0,yes,yes,good
845,0<=X<200,21.0,existing paid,furniture/equipment,3976.0,no known savings,4<=X<7,2.0,male single,none,3.0,car,35.0,none,own,1.0,skilled,1.0,yes,yes,good
854,no checking,36.0,delayed previously,new car,10875.0,<100,>=7,2.0,male single,none,2.0,car,45.0,none,own,2.0,skilled,2.0,yes,yes,good
858,<0,15.0,existing paid,new car,3959.0,<100,1<=X<4,3.0,female div/dep/mar,none,2.0,life insurance,29.0,none,own,1.0,skilled,1.0,yes,yes,bad
860,no checking,24.0,critical/other existing credit,used car,5804.0,>=1000,1<=X<4,4.0,male single,none,2.0,real estate,27.0,none,own,2.0,skilled,1.0,none,yes,good
867,no checking,12.0,critical/other existing credit,furniture/equipment,3331.0,<100,>=7,2.0,male single,none,4.0,life insurance,42.0,stores,own,1.0,skilled,1.0,none,yes,good
868,no checking,36.0,existing paid,business,7409.0,no known savings,>=7,3.0,male single,none,2.0,life insurance,37.0,none,own,2.0,skilled,1.0,none,yes,good
878,<0,9.0,existing paid,new car,1422.0,<100,<1,3.0,male single,none,2.0,no known property,27.0,none,for free,1.0,high qualif/self emp/mgmt,1.0,yes,yes,bad
882,0<=X<200,30.0,critical/other existing credit,new car,2181.0,no known savings,>=7,4.0,male single,none,4.0,real estate,36.0,none,own,2.0,skilled,1.0,none,yes,good
884,0<=X<200,24.0,existing paid,furniture/equipment,4057.0,<100,4<=X<7,3.0,male div/sep,none,3.0,car,43.0,none,own,1.0,skilled,1.0,yes,yes,bad
887,0<=X<200,48.0,existing paid,business,15672.0,<100,1<=X<4,2.0,male single,none,2.0,car,23.0,none,own,1.0,skilled,1.0,yes,yes,bad
888,no checking,36.0,critical/other existing credit,new car,6614.0,<100,>=7,4.0,male single,none,4.0,car,34.0,none,own,2.0,high qualif/self emp/mgmt,1.0,yes,yes,good
893,0<=X<200,36.0,critical/other existing credit,used car,5800.0,<100,1<=X<4,3.0,male single,none,4.0,car,34.0,none,own,2.0,skilled,1.0,yes,yes,good
899,<0,18.0,existing paid,furniture/equipment,4153.0,<100,1<=X<4,2.0,male single,co applicant,3.0,car,42.0,none,own,1.0,skilled,1.0,none,yes,bad
903,no checking,15.0,existing paid,radio/tv,1386.0,no known savings,1<=X<4,4.0,male mar/wid,none,2.0,real estate,40.0,none,rent,1.0,skilled,1.0,yes,yes,good
908,no checking,15.0,delayed previously,used car,3594.0,<100,<1,1.0,female div/dep/mar,none,2.0,life insurance,46.0,none,own,2.0,unskilled resident,1.0,none,yes,good
914,<0,24.0,all paid,business,3161.0,<100,1<=X<4,4.0,male single,none,2.0,life insurance,31.0,none,rent,1.0,skilled,1.0,yes,yes,bad
922,<0,9.0,existing paid,radio/tv,1366.0,<100,<1,3.0,female div/dep/mar,none,4.0,life insurance,22.0,none,rent,1.0,skilled,1.0,none,yes,bad
926,<0,18.0,critical/other existing credit,furniture/equipment,1049.0,<100,<1,4.0,female div/dep/mar,none,4.0,life insurance,21.0,none,rent,1.0,skilled,1.0,none,yes,good
927,<0,48.0,existing paid,used car,10297.0,<100,4<=X<7,4.0,male single,none,4.0,no known property,39.0,stores,for free,3.0,skilled,2.0,yes,yes,bad
932,no checking,9.0,critical/other existing credit,new car,1224.0,<100,1<=X<4,3.0,male single,none,1.0,real estate,30.0,none,own,2.0,skilled,1.0,none,yes,good
933,no checking,12.0,critical/other existing credit,radio/tv,522.0,500<=X<1000,>=7,4.0,male single,none,4.0,life insurance,42.0,none,own,2.0,skilled,2.0,yes,yes,good
934,<0,12.0,existing paid,radio/tv,1498.0,<100,1<=X<4,4.0,female div/dep/mar,none,1.0,car,23.0,bank,own,1.0,skilled,1.0,none,yes,good
945,0<=X<200,48.0,no credits/all paid,new car,8358.0,500<=X<1000,<1,1.0,female div/dep/mar,none,1.0,car,30.0,none,own,2.0,skilled,1.0,none,yes,good
947,no checking,12.0,existing paid,new car,2859.0,no known savings,unemployed,4.0,male single,none,4.0,no known property,38.0,none,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
949,no checking,24.0,existing paid,radio/tv,3621.0,100<=X<500,>=7,2.0,male single,none,4.0,car,31.0,none,own,2.0,skilled,1.0,none,yes,bad
954,<0,12.0,existing paid,new car,1893.0,<100,1<=X<4,4.0,female div/dep/mar,guarantor,4.0,life insurance,29.0,none,own,1.0,skilled,1.0,yes,yes,good
959,0<=X<200,24.0,existing paid,furniture/equipment,3069.0,100<=X<500,>=7,4.0,male single,none,4.0,no known property,30.0,none,for free,1.0,skilled,1.0,none,yes,good
964,0<=X<200,6.0,existing paid,repairs,454.0,<100,<1,3.0,male mar/wid,none,1.0,life insurance,22.0,none,own,1.0,unskilled resident,1.0,none,yes,good
970,0<=X<200,15.0,existing paid,repairs,1514.0,100<=X<500,1<=X<4,4.0,male single,guarantor,2.0,real estate,22.0,none,own,1.0,skilled,1.0,none,yes,good
975,>=200,24.0,existing paid,radio/tv,1258.0,500<=X<1000,1<=X<4,3.0,female div/dep/mar,none,3.0,car,57.0,none,own,1.0,unskilled resident,1.0,none,yes,good
976,0<=X<200,6.0,existing paid,radio/tv,753.0,<100,1<=X<4,2.0,female div/dep/mar,guarantor,3.0,real estate,64.0,none,own,1.0,skilled,1.0,none,yes,good
983,<0,36.0,existing paid,used car,8229.0,<100,1<=X<4,2.0,male single,none,2.0,life insurance,26.0,none,own,1.0,skilled,2.0,none,yes,bad
985,<0,15.0,critical/other existing credit,furniture/equipment,1433.0,<100,1<=X<4,4.0,female div/dep/mar,none,3.0,life insurance,25.0,none,rent,2.0,skilled,1.0,none,yes,good
991,no checking,15.0,all paid,radio/tv,1569.0,100<=X<500,>=7,4.0,male single,none,4.0,car,34.0,bank,own,1.0,unskilled resident,2.0,none,yes,good
999,0<=X<200,45.0,critical/other existing credit,used car,4576.0,100<=X<500,unemployed,3.0,male single,none,4.0,car,27.0,none,own,1.0,skilled,1.0,none,yes,good
