task,recipe,status,metric,score,normalized_loss,fit_seconds,predict_seconds,process_seconds,note
friedman,forest-2,ok,MAE,1.6531279412032165,0.3971096725886244,0.652089299983345,0.007841000013286248,2.4463020999974106,exit=0
friedman,boost-2,ok,MAE,1.1101057759199988,0.2666664389529791,0.069875300017884,0.006928299990249798,1.9506117999844719,exit=0
friedman,kernel-2,ok,MAE,1.5668633723061538,0.3763874442257198,0.07273740001255646,0.043164300004718825,1.9846260999911465,exit=0
friedman,neighbors-2,ok,MAE,2.7976180076567583,0.6720358076096702,0.00508940001600422,0.009659499977715313,1.8383535000029951,exit=0
friedman,extra-2,ok,MAE,1.6827515652337801,0.40422577494613665,0.14228580001508817,0.0071718000108376145,1.9644270999997389,exit=0
friedman,linear-3,ok,MAE,2.0517321349096935,0.4928612335597745,0.006454200018197298,0.0019500999769661576,1.8514356999949086,exit=0
friedman,forest-3,ok,MAE,1.6272134449780922,0.39088456631901036,0.41600450000260025,0.0065279999980703,2.212583899992751,exit=0
friedman,boost-3,ok,MAE,1.1802287607194113,0.28351118208542164,0.22562439998728223,0.012480300007155165,2.0361362999829,exit=0
friedman,kernel-3,ok,MAE,2.196526143728248,0.5276432368165099,0.03387260000454262,0.045775000005960464,1.898075599980075,exit=0
friedman,neighbors-3,ok,MAE,2.790476582836602,0.6703203149357732,0.0050549000152386725,0.011997399997198954,1.8029917999811005,exit=0
friedman,extra-3,ok,MAE,1.7276847551919143,0.41501949750559564,0.09260689999791794,0.0065882999915629625,1.9230285999947228,exit=0
friedman,linear-4,ok,MAE,2.0833232504812425,0.5004499611159711,0.0055819000117480755,0.0016988999850582331,1.8216289000120014,exit=0
friedman,forest-4,ok,MAE,2.1120913784933943,0.507360558663296,0.48265180000453256,0.005404200026532635,2.895159799983958,exit=0
friedman,boost-4,ok,MAE,1.4330411054265733,0.34424104148151435,0.12930990001768805,0.008872099977452308,1.9998424999939743,exit=0
friedman,kernel-4,ok,MAE,1.830803358334262,0.4397903538386205,0.04403459999593906,0.05028120000497438,2.0329950000159442,exit=0
friedman,neighbors-4,ok,MAE,2.879479569355733,0.6917003581587419,0.006836799992015585,0.012434899981599301,2.2390876999998,exit=0
friedman,extra-4,ok,MAE,2.2442798094068634,0.5391144859980701,0.08898499998031184,0.006448200001614168,2.9580996000149753,exit=0
friedman,linear-5,ok,MAE,2.68696734819689,0.645455622220122,0.006154200003948063,0.0017546000017318875,2.313640000007581,exit=0
friedman,forest-5,ok,MAE,2.101473480184198,0.5048099574569094,0.26638139999704435,0.005070899991551414,2.2323363999894354,exit=0
friedman,boost-5,ok,MAE,1.3681664492399739,0.3286570368588539,0.18979699999908917,0.00984380001318641,1.9896235000051092,exit=0
friedman,kernel-5,ok,MAE,1.4220822156582897,0.34160852828072097,0.09993409999879077,0.04436959998565726,2.0475123999931384,exit=0
friedman,neighbors-5,ok,MAE,2.8089044082479777,0.6747469945249558,0.006419099983759224,0.010320600005798042,2.17493419998209,exit=0
friedman,extra-5,ok,MAE,2.3783186499459066,0.5713129134482023,0.050723599997581914,0.005943700001807883,1.9562223999819253,exit=0
friedman,linear-6,ok,MAE,2.0500026622362486,0.4924457845736526,0.005643999989842996,0.002047699992544949,1.8417812999978196,exit=0
friedman,forest-6,ok,MAE,1.6909884668365802,0.40620441992400325,0.5190841000003275,0.006559200002811849,2.4426734000153374,exit=0
friedman,boost-6,ok,MAE,1.1420634968479981,0.27434323140085193,0.0730762000021059,0.007836399978259578,2.030653900001198,exit=0
friedman,kernel-6,ok,MAE,1.4135131476775724,0.3395500912442411,0.5786892999894917,0.04115010000532493,2.549803300003987,exit=0
friedman,neighbors-6,ok,MAE,2.8016837089231648,0.6730124587559636,0.004844700015382841,0.01205419999314472,1.7909970999753568,exit=0
friedman,extra-6,ok,MAE,1.7562773845563493,0.42188793726900226,0.1081459000124596,0.007706300006248057,1.895799000019906,exit=0
friedman,linear-7,ok,MAE,3.8488663955828493,0.924563692919505,0.005184500012546778,0.0015534999838564545,1.762727499997709,exit=0
friedman,forest-7,ok,MAE,1.7408579305367144,0.4181839200634278,0.3144417000003159,0.008567899989429861,2.0949520000140183,exit=0
friedman,boost-7,ok,MAE,1.1669494997209575,0.28032127593485673,0.18381390001741238,0.010780000011436641,1.9533669000084046,exit=0
friedman,kernel-7,ok,MAE,4.161558067304359,0.9996775932315038,0.045723199989879504,0.04762769999797456,1.8403694000153337,exit=0
friedman,neighbors-7,ok,MAE,2.9174675070183103,0.7008257120478808,0.004866400005994365,0.017034299991792068,1.8040245000156574,exit=0
friedman,extra-7,ok,MAE,1.8758189820243274,0.45060387839372756,0.14435210000374354,0.010991100018145517,1.9544236000219826,exit=0
interactions,linear-0,ok,balanced_accuracy,0.7322695035460993,0.5354609929078014,0.005623500008368865,0.0013445999938994646,1.7784842000110075,exit=0
interactions,forest-0,ok,balanced_accuracy,0.8572533849129593,0.28549323017408135,0.4763229999807663,0.006405699998140335,2.288393399998313,exit=0
interactions,boost-0,ok,balanced_accuracy,0.9094132817537073,0.18117343649258544,0.14562140000634827,0.010276799992425367,1.9184474000066984,exit=0
interactions,kernel-0,ok,balanced_accuracy,0.868407479045777,0.26318504190844605,0.02243429998634383,0.02382689999649301,1.8224594999919645,exit=0
interactions,neighbors-0,ok,balanced_accuracy,0.7741457124435849,0.45170857511283025,0.005005000013625249,0.014491099980659783,1.7815303000097629,exit=0
interactions,extra-0,ok,balanced_accuracy,0.8454223081882657,0.3091553836234686,0.13627730001462623,0.007355699985055253,1.9089461999828927,exit=0
interactions,linear-1,ok,balanced_accuracy,0.7322695035460993,0.5354609929078014,0.0058431999932508916,0.001381699985358864,1.7449005999951623,exit=0
interactions,forest-1,ok,balanced_accuracy,0.8643455834945197,0.27130883301096054,0.3126534999755677,0.006131000001914799,2.057113799994113,exit=0
interactions,boost-1,ok,balanced_accuracy,0.9116698903932947,0.17666021921341057,0.09089650001260452,0.007825399981811643,1.8524812999821734,exit=0
interactions,kernel-1,ok,balanced_accuracy,0.8569310122501612,0.28613797549967757,0.03422210001735948,0.022938699985388666,2.2181884000019636,exit=0
interactions,neighbors-1,ok,balanced_accuracy,0.7602836879432624,0.4794326241134752,0.004939000005833805,0.014463100000284612,2.0015469000209123,exit=0
interactions,extra-1,ok,balanced_accuracy,0.8567375886524823,0.28652482269503543,0.10298890000558458,0.008237000001827255,2.0020052999898326,exit=0
interactions,linear-2,ok,balanced_accuracy,0.7322695035460993,0.5354609929078014,0.006378699996275827,0.0013743999879807234,1.8269468000216875,exit=0
interactions,forest-2,ok,balanced_accuracy,0.8421985815602837,0.3156028368794326,0.41367899999022484,0.006740799988619983,2.2035498000041116,exit=0
interactions,boost-2,ok,balanced_accuracy,0.86428110896196,0.27143778207608005,0.051544399990234524,0.005951300001470372,1.8064404999895487,exit=0
interactions,kernel-2,ok,balanced_accuracy,0.8249516441005803,0.3500967117988394,0.02953599998727441,0.01619399999617599,1.812487199989846,exit=0
interactions,neighbors-2,ok,balanced_accuracy,0.7925209542230819,0.41495809155383623,0.004922799998894334,0.015584200009470806,1.8422809999901801,exit=0
interactions,extra-2,ok,balanced_accuracy,0.8121212121212121,0.37575757575757573,0.08610840002074838,0.005725199996959418,1.8799401999858674,exit=0
interactions,linear-3,ok,balanced_accuracy,0.7296905222437138,0.5406189555125724,0.005576900002779439,0.0012350000033620745,1.7702725999988616,exit=0
interactions,forest-3,ok,balanced_accuracy,0.8547711154094133,0.2904577691811734,0.2786836999875959,0.005989800003590062,2.043525999994017,exit=0
interactions,boost-3,ok,balanced_accuracy,0.9030303030303031,0.19393939393939386,0.15343039997969754,0.010699200007366017,1.9357095999876037,exit=0
interactions,kernel-3,ok,balanced_accuracy,0.809638942617666,0.380722114764668,0.029569600010290742,0.03620790000422858,1.816426399978809,exit=0
interactions,neighbors-3,ok,balanced_accuracy,0.7904577691811734,0.4190844616376532,0.005103200004668906,0.017326800007140264,1.7807886000082362,exit=0
interactions,extra-3,ok,balanced_accuracy,0.8020954223081882,0.3958091553836236,0.06686910000280477,0.005376600020099431,1.8260792000219226,exit=0
interactions,linear-4,ok,balanced_accuracy,0.7307543520309479,0.5384912959381043,0.005239100020844489,0.0014897000219207257,1.7512135000142734,exit=0
interactions,forest-4,ok,balanced_accuracy,0.7933591231463571,0.4132817537072857,0.2569194999814499,0.004227900004480034,2.125239100016188,exit=0
interactions,boost-4,ok,balanced_accuracy,0.8604771115409413,0.2790457769181174,0.0872152000083588,0.008239600021624938,1.876729499985231,exit=0
interactions,kernel-4,ok,balanced_accuracy,0.7761121856866537,0.4477756286266925,0.026663600001484156,0.029271700012031943,1.819863600016106,exit=0
interactions,neighbors-4,ok,balanced_accuracy,0.7726305609284333,0.4547388781431334,0.005260100006125867,0.014862700016237795,1.7706959000206552,exit=0
interactions,extra-4,ok,balanced_accuracy,0.7568987749838814,0.4862024500322373,0.05203689998597838,0.004144700011238456,1.811221400013892,exit=0
interactions,linear-5,ok,balanced_accuracy,0.7278852353320437,0.5442295293359125,0.005849000008311123,0.001504699990618974,1.7682015000027604,exit=0
interactions,forest-5,ok,balanced_accuracy,0.7842359767891682,0.43152804642166354,0.1842696999956388,0.004049599985592067,1.9408814999915194,exit=0
interactions,boost-5,ok,balanced_accuracy,0.8936170212765957,0.2127659574468086,0.136309399997117,0.008757600007811561,1.8986229999864008,exit=0
interactions,kernel-5,ok,balanced_accuracy,0.8606705351386202,0.2786589297227595,0.024088399979518726,0.022618899994995445,1.829988500016043,exit=0
interactions,neighbors-5,ok,balanced_accuracy,0.7935847840103158,0.4128304319793683,0.004885499976808205,0.016239400021731853,1.791991300007794,exit=0
interactions,extra-5,ok,balanced_accuracy,0.7445841392649903,0.5108317214700193,0.048072700010379776,0.004091899987543002,1.8374291000072844,exit=0
interactions,linear-6,ok,balanced_accuracy,0.7322695035460993,0.5354609929078014,0.006429600005503744,0.0012963000044692308,1.8025031999859493,exit=0
interactions,forest-6,ok,balanced_accuracy,0.8435203094777564,0.3129593810444873,0.36784479999914765,0.005692599981557578,2.13593319998472,exit=0
interactions,boost-6,ok,balanced_accuracy,0.919116698903933,0.161766602192134,0.051846599992131814,0.00792970001930371,1.814252199983457,exit=0
interactions,kernel-6,ok,balanced_accuracy,0.890715667311412,0.2185686653771759,0.03313270001672208,0.015329999994719401,1.8037652999919374,exit=0
interactions,neighbors-6,ok,balanced_accuracy,0.7857511283043198,0.4284977433913604,0.005216899997321889,0.018229299981612712,1.7791157999890856,exit=0
interactions,extra-6,ok,balanced_accuracy,0.7925531914893618,0.4148936170212765,0.08575820000260137,0.006060899992007762,2.161791099992115,exit=0
interactions,linear-7,ok,balanced_accuracy,0.7289490651192778,0.5421018697614444,0.00556779999169521,0.001286899991100654,1.7974650999822188,exit=0
interactions,forest-7,ok,balanced_accuracy,0.8242424242424242,0.35151515151515156,0.17791580001357943,0.00645240000449121,1.9853626000112854,exit=0
interactions,boost-7,ok,balanced_accuracy,0.9033204384268214,0.19335912314635717,0.13186750002205372,0.008839799993438646,1.8826388000161387,exit=0
interactions,kernel-7,ok,balanced_accuracy,0.5175693101225016,0.9648613797549968,0.03947859999607317,0.04100670001935214,1.820297300000675,exit=0
interactions,neighbors-7,ok,balanced_accuracy,0.7895873629916184,0.4208252740167633,0.004811300022993237,0.02157649997388944,1.7865027000079863,exit=0
interactions,extra-7,ok,balanced_accuracy,0.8099935525467441,0.3800128949065118,0.08792900000116788,0.008537699992302805,1.8803177000081632,exit=0
