row_id,frequency,angle_of_attack,chord_length,free_stream_velocity,displacement_thickness,sound_pressure
792,3150.0,4.2,0.0508,39.6,0.00152689,133.587
793,4000.0,4.2,0.0508,39.6,0.00152689,131.807
797,10000.0,4.2,0.0508,39.6,0.00152689,116.967
798,800.0,8.4,0.0508,71.3,0.00529514,127.556
799,1000.0,8.4,0.0508,71.3,0.00529514,129.946
800,1250.0,8.4,0.0508,71.3,0.00529514,132.086
804,3150.0,8.4,0.0508,71.3,0.00529514,131.966
805,4000.0,8.4,0.0508,71.3,0.00529514,126.926
806,5000.0,8.4,0.0508,71.3,0.00529514,121.146
808,500.0,8.4,0.0508,55.5,0.00544854,123.742
809,630.0,8.4,0.0508,55.5,0.00544854,126.152
810,800.0,8.4,0.0508,55.5,0.00544854,128.562
811,1000.0,8.4,0.0508,55.5,0.00544854,130.722
812,1250.0,8.4,0.0508,55.5,0.00544854,132.252
813,1600.0,8.4,0.0508,55.5,0.00544854,133.032
814,2000.0,8.4,0.0508,55.5,0.00544854,133.042
816,3150.0,8.4,0.0508,55.5,0.00544854,128.402
817,4000.0,8.4,0.0508,55.5,0.00544854,122.612
818,5000.0,8.4,0.0508,55.5,0.00544854,115.812
819,400.0,8.4,0.0508,39.6,0.00566229,120.015
821,630.0,8.4,0.0508,39.6,0.00566229,126.045
822,800.0,8.4,0.0508,39.6,0.00566229,128.435
823,1000.0,8.4,0.0508,39.6,0.00566229,130.195
824,1250.0,8.4,0.0508,39.6,0.00566229,131.205
825,1600.0,8.4,0.0508,39.6,0.00566229,130.965
826,2000.0,8.4,0.0508,39.6,0.00566229,129.965
827,2500.0,8.4,0.0508,39.6,0.00566229,127.465
828,3150.0,8.4,0.0508,39.6,0.00566229,123.965
829,4000.0,8.4,0.0508,39.6,0.00566229,118.955
831,500.0,8.4,0.0508,31.7,0.00580776,122.966
832,630.0,8.4,0.0508,31.7,0.00580776,125.856
833,800.0,8.4,0.0508,31.7,0.00580776,128.246
836,1600.0,8.4,0.0508,31.7,0.00580776,129.296
838,2500.0,8.4,0.0508,31.7,0.00580776,125.576
839,3150.0,8.4,0.0508,31.7,0.00580776,122.086
840,4000.0,8.4,0.0508,31.7,0.00580776,118.106
841,200.0,11.2,0.0508,71.3,0.014072,125.941
842,250.0,11.2,0.0508,71.3,0.014072,127.101
843,315.0,11.2,0.0508,71.3,0.014072,128.381
844,400.0,11.2,0.0508,71.3,0.014072,129.281
849,1250.0,11.2,0.0508,71.3,0.014072,136.191
851,2000.0,11.2,0.0508,71.3,0.014072,133.311
854,4000.0,11.2,0.0508,71.3,0.014072,122.471
856,250.0,11.2,0.0508,39.6,0.0150478,126.43
858,400.0,11.2,0.0508,39.6,0.0150478,130.67
859,500.0,11.2,0.0508,39.6,0.0150478,131.96
861,800.0,11.2,0.0508,39.6,0.0150478,133.79
862,1000.0,11.2,0.0508,39.6,0.0150478,132.43
863,1250.0,11.2,0.0508,39.6,0.0150478,130.05
865,2000.0,11.2,0.0508,39.6,0.0150478,124.42
866,2500.0,11.2,0.0508,39.6,0.0150478,122.17
867,3150.0,11.2,0.0508,39.6,0.0150478,119.67
868,4000.0,11.2,0.0508,39.6,0.0150478,115.52
869,200.0,15.4,0.0508,71.3,0.0264269,123.595
870,250.0,15.4,0.0508,71.3,0.0264269,124.835
871,315.0,15.4,0.0508,71.3,0.0264269,126.195
875,800.0,15.4,0.0508,71.3,0.0264269,131.515
878,1600.0,15.4,0.0508,71.3,0.0264269,130.065
879,2000.0,15.4,0.0508,71.3,0.0264269,129.285
880,2500.0,15.4,0.0508,71.3,0.0264269,127.625
882,4000.0,15.4,0.0508,71.3,0.0264269,122.675
883,5000.0,15.4,0.0508,71.3,0.0264269,119.135
884,6300.0,15.4,0.0508,71.3,0.0264269,115.215
886,200.0,15.4,0.0508,55.5,0.0271925,122.94
888,315.0,15.4,0.0508,55.5,0.0271925,125.39
890,500.0,15.4,0.0508,55.5,0.0271925,127.22
891,630.0,15.4,0.0508,55.5,0.0271925,129.33
892,800.0,15.4,0.0508,55.5,0.0271925,130.43
893,1000.0,15.4,0.0508,55.5,0.0271925,130.4
894,1250.0,15.4,0.0508,55.5,0.0271925,130.0
895,1600.0,15.4,0.0508,55.5,0.0271925,128.2
896,2000.0,15.4,0.0508,55.5,0.0271925,127.04
897,2500.0,15.4,0.0508,55.5,0.0271925,125.63
899,4000.0,15.4,0.0508,55.5,0.0271925,120.92
900,5000.0,15.4,0.0508,55.5,0.0271925,117.11
901,6300.0,15.4,0.0508,55.5,0.0271925,112.93
904,315.0,15.4,0.0508,39.6,0.0282593,124.493
905,400.0,15.4,0.0508,39.6,0.0282593,125.353
907,630.0,15.4,0.0508,39.6,0.0282593,127.443
910,1250.0,15.4,0.0508,39.6,0.0282593,126.743
911,1600.0,15.4,0.0508,39.6,0.0282593,124.843
912,2000.0,15.4,0.0508,39.6,0.0282593,123.443
913,2500.0,15.4,0.0508,39.6,0.0282593,122.413
914,3150.0,15.4,0.0508,39.6,0.0282593,120.513
915,4000.0,15.4,0.0508,39.6,0.0282593,118.113
916,5000.0,15.4,0.0508,39.6,0.0282593,114.453
917,6300.0,15.4,0.0508,39.6,0.0282593,109.663
918,200.0,15.4,0.0508,31.7,0.0289853,119.975
919,250.0,15.4,0.0508,31.7,0.0289853,121.225
924,800.0,15.4,0.0508,31.7,0.0289853,125.555
926,1250.0,15.4,0.0508,31.7,0.0289853,123.255
927,1600.0,15.4,0.0508,31.7,0.0289853,121.485
929,2500.0,15.4,0.0508,31.7,0.0289853,119.945
932,5000.0,15.4,0.0508,31.7,0.0289853,112.355
934,200.0,19.7,0.0508,71.3,0.0341183,118.005
935,250.0,19.7,0.0508,71.3,0.0341183,119.115
936,315.0,19.7,0.0508,71.3,0.0341183,121.235
937,400.0,19.7,0.0508,71.3,0.0341183,123.865
938,500.0,19.7,0.0508,71.3,0.0341183,126.995
939,630.0,19.7,0.0508,71.3,0.0341183,128.365
940,800.0,19.7,0.0508,71.3,0.0341183,124.555
941,1000.0,19.7,0.0508,71.3,0.0341183,121.885
942,1250.0,19.7,0.0508,71.3,0.0341183,121.485
945,2500.0,19.7,0.0508,71.3,0.0341183,118.385
949,250.0,19.7,0.0508,39.6,0.036484,127.224
951,400.0,19.7,0.0508,39.6,0.036484,130.614
954,800.0,19.7,0.0508,39.6,0.036484,119.174
955,1000.0,19.7,0.0508,39.6,0.036484,118.904
957,1600.0,19.7,0.0508,39.6,0.036484,117.604
958,2000.0,19.7,0.0508,39.6,0.036484,117.724
961,4000.0,19.7,0.0508,39.6,0.036484,108.684
962,2500.0,0.0,0.0254,71.3,0.000400682,133.707
967,8000.0,0.0,0.0254,71.3,0.000400682,129.867
968,10000.0,0.0,0.0254,71.3,0.000400682,130.787
970,16000.0,0.0,0.0254,71.3,0.000400682,130.477
971,20000.0,0.0,0.0254,71.3,0.000400682,123.217
975,4000.0,0.0,0.0254,55.5,0.00041229,133.223
978,8000.0,0.0,0.0254,55.5,0.00041229,136.163
979,10000.0,0.0,0.0254,55.5,0.00041229,134.563
980,12500.0,0.0,0.0254,55.5,0.00041229,131.453
984,2000.0,0.0,0.0254,39.6,0.000428464,130.026
986,3150.0,0.0,0.0254,39.6,0.000428464,133.276
987,4000.0,0.0,0.0254,39.6,0.000428464,135.346
988,5000.0,0.0,0.0254,39.6,0.000428464,136.536
989,6300.0,0.0,0.0254,39.6,0.000428464,136.826
990,8000.0,0.0,0.0254,39.6,0.000428464,135.866
991,10000.0,0.0,0.0254,39.6,0.000428464,133.376
992,12500.0,0.0,0.0254,39.6,0.000428464,129.116
994,1000.0,0.0,0.0254,31.7,0.000439472,125.127
995,1250.0,0.0,0.0254,31.7,0.000439472,127.947
996,1600.0,0.0,0.0254,31.7,0.000439472,129.267
1002,6300.0,0.0,0.0254,31.7,0.000439472,138.537
1003,8000.0,0.0,0.0254,31.7,0.000439472,137.207
1005,12500.0,0.0,0.0254,31.7,0.000439472,128.977
1006,16000.0,0.0,0.0254,31.7,0.000439472,125.627
1007,2000.0,4.8,0.0254,71.3,0.000848633,128.398
1008,2500.0,4.8,0.0254,71.3,0.000848633,130.828
1009,3150.0,4.8,0.0254,71.3,0.000848633,133.378
1010,4000.0,4.8,0.0254,71.3,0.000848633,134.928
1012,6300.0,4.8,0.0254,71.3,0.000848633,134.498
1013,8000.0,4.8,0.0254,71.3,0.000848633,131.518
1014,10000.0,4.8,0.0254,71.3,0.000848633,127.398
1016,16000.0,4.8,0.0254,71.3,0.000848633,124.208
1017,20000.0,4.8,0.0254,71.3,0.000848633,119.708
1019,2000.0,4.8,0.0254,55.5,0.000873218,125.054
1020,2500.0,4.8,0.0254,55.5,0.000873218,129.144
1024,6300.0,4.8,0.0254,55.5,0.000873218,135.164
1025,8000.0,4.8,0.0254,55.5,0.000873218,132.184
1026,10000.0,4.8,0.0254,55.5,0.000873218,126.944
1027,12500.0,4.8,0.0254,55.5,0.000873218,125.094
1028,16000.0,4.8,0.0254,55.5,0.000873218,124.394
1029,20000.0,4.8,0.0254,55.5,0.000873218,121.284
1031,630.0,4.8,0.0254,39.6,0.000907475,118.696
1034,1250.0,4.8,0.0254,39.6,0.000907475,125.026
1037,2500.0,4.8,0.0254,39.6,0.000907475,131.236
1038,3150.0,4.8,0.0254,39.6,0.000907475,133.436
1040,5000.0,4.8,0.0254,39.6,0.000907475,135.426
1041,6300.0,4.8,0.0254,39.6,0.000907475,134.336
1042,8000.0,4.8,0.0254,39.6,0.000907475,131.346
1043,10000.0,4.8,0.0254,39.6,0.000907475,126.066
1044,500.0,4.8,0.0254,31.7,0.000930789,116.128
1046,800.0,4.8,0.0254,31.7,0.000930789,122.648
1047,1000.0,4.8,0.0254,31.7,0.000930789,125.348
1050,2000.0,4.8,0.0254,31.7,0.000930789,130.148
1051,2500.0,4.8,0.0254,31.7,0.000930789,132.588
1052,3150.0,4.8,0.0254,31.7,0.000930789,134.268
1056,8000.0,4.8,0.0254,31.7,0.000930789,127.008
1060,1250.0,9.5,0.0254,71.3,0.00420654,131.656
1062,2000.0,9.5,0.0254,71.3,0.00420654,134.976
1063,2500.0,9.5,0.0254,71.3,0.00420654,135.956
1064,3150.0,9.5,0.0254,71.3,0.00420654,136.166
1065,4000.0,9.5,0.0254,71.3,0.00420654,134.236
1066,5000.0,9.5,0.0254,71.3,0.00420654,131.186
1067,6300.0,9.5,0.0254,71.3,0.00420654,127.246
1068,400.0,9.5,0.0254,55.5,0.0043284,120.952
1069,500.0,9.5,0.0254,55.5,0.0043284,123.082
1071,800.0,9.5,0.0254,55.5,0.0043284,128.082
1072,1000.0,9.5,0.0254,55.5,0.0043284,130.332
1073,1250.0,9.5,0.0254,55.5,0.0043284,132.202
1075,2000.0,9.5,0.0254,55.5,0.0043284,134.052
1076,2500.0,9.5,0.0254,55.5,0.0043284,134.152
1077,3150.0,9.5,0.0254,55.5,0.0043284,133.252
1080,6300.0,9.5,0.0254,55.5,0.0043284,124.222
1082,250.0,9.5,0.0254,39.6,0.00449821,116.924
1083,315.0,9.5,0.0254,39.6,0.00449821,119.294
1085,500.0,9.5,0.0254,39.6,0.00449821,123.894
1086,630.0,9.5,0.0254,39.6,0.00449821,126.514
1089,1250.0,9.5,0.0254,39.6,0.00449821,130.964
1091,2000.0,9.5,0.0254,39.6,0.00449821,131.274
1093,3150.0,9.5,0.0254,39.6,0.00449821,129.934
1095,5000.0,9.5,0.0254,39.6,0.00449821,125.044
1096,6300.0,9.5,0.0254,39.6,0.00449821,120.324
1097,200.0,9.5,0.0254,31.7,0.00461377,119.146
1099,315.0,9.5,0.0254,31.7,0.00461377,122.766
1103,800.0,9.5,0.0254,31.7,0.00461377,130.746
1104,1000.0,9.5,0.0254,31.7,0.00461377,131.346
1106,1600.0,9.5,0.0254,31.7,0.00461377,131.036
1107,2000.0,9.5,0.0254,31.7,0.00461377,130.496
1109,3150.0,9.5,0.0254,31.7,0.00461377,128.536
1110,4000.0,9.5,0.0254,31.7,0.00461377,126.736
1113,250.0,12.7,0.0254,71.3,0.0121808,119.698
1116,500.0,12.7,0.0254,71.3,0.0121808,126.898
1117,630.0,12.7,0.0254,71.3,0.0121808,128.878
1118,800.0,12.7,0.0254,71.3,0.0121808,130.348
1120,1250.0,12.7,0.0254,71.3,0.0121808,133.048
1122,2000.0,12.7,0.0254,71.3,0.0121808,134.228
1123,2500.0,12.7,0.0254,71.3,0.0121808,134.058
1124,3150.0,12.7,0.0254,71.3,0.0121808,133.758
1126,5000.0,12.7,0.0254,71.3,0.0121808,128.978
1127,6300.0,12.7,0.0254,71.3,0.0121808,125.398
1130,250.0,12.7,0.0254,39.6,0.0130253,121.547
1132,400.0,12.7,0.0254,39.6,0.0130253,125.527
1133,500.0,12.7,0.0254,39.6,0.0130253,127.127
1135,800.0,12.7,0.0254,39.6,0.0130253,130.217
1136,1000.0,12.7,0.0254,39.6,0.0130253,130.947
1137,1250.0,12.7,0.0254,39.6,0.0130253,130.777
1138,1600.0,12.7,0.0254,39.6,0.0130253,129.977
1139,2000.0,12.7,0.0254,39.6,0.0130253,129.567
1142,4000.0,12.7,0.0254,39.6,0.0130253,126.537
1143,5000.0,12.7,0.0254,39.6,0.0130253,125.107
1144,6300.0,12.7,0.0254,39.6,0.0130253,123.177
1145,8000.0,12.7,0.0254,39.6,0.0130253,120.607
1148,250.0,17.4,0.0254,71.3,0.016104,113.796
1151,500.0,17.4,0.0254,71.3,0.016104,119.806
1152,630.0,17.4,0.0254,71.3,0.016104,122.606
1153,800.0,17.4,0.0254,71.3,0.016104,124.276
1154,1000.0,17.4,0.0254,71.3,0.016104,125.816
1155,1250.0,17.4,0.0254,71.3,0.016104,126.356
1156,1600.0,17.4,0.0254,71.3,0.016104,126.406
1157,2000.0,17.4,0.0254,71.3,0.016104,126.826
1159,3150.0,17.4,0.0254,71.3,0.016104,126.536
1161,5000.0,17.4,0.0254,71.3,0.016104,123.126
1162,6300.0,17.4,0.0254,71.3,0.016104,119.916
1163,8000.0,17.4,0.0254,71.3,0.016104,115.466
1164,200.0,17.4,0.0254,55.5,0.0165706,109.951
1165,250.0,17.4,0.0254,55.5,0.0165706,110.491
1168,500.0,17.4,0.0254,55.5,0.0165706,119.621
1169,630.0,17.4,0.0254,55.5,0.0165706,122.411
1171,1000.0,17.4,0.0254,55.5,0.0165706,126.001
1172,1250.0,17.4,0.0254,55.5,0.0165706,129.301
1174,2000.0,17.4,0.0254,55.5,0.0165706,125.261
1175,2500.0,17.4,0.0254,55.5,0.0165706,124.931
1176,3150.0,17.4,0.0254,55.5,0.0165706,124.101
1177,4000.0,17.4,0.0254,55.5,0.0165706,121.771
1179,6300.0,17.4,0.0254,55.5,0.0165706,114.861
1182,315.0,17.4,0.0254,39.6,0.0172206,115.144
1183,400.0,17.4,0.0254,39.6,0.0172206,115.444
1184,500.0,17.4,0.0254,39.6,0.0172206,117.514
1186,800.0,17.4,0.0254,39.6,0.0172206,135.324
1187,1000.0,17.4,0.0254,39.6,0.0172206,138.274
1189,1600.0,17.4,0.0254,39.6,0.0172206,127.614
1190,2000.0,17.4,0.0254,39.6,0.0172206,126.644
1193,4000.0,17.4,0.0254,39.6,0.0172206,122.724
1194,5000.0,17.4,0.0254,39.6,0.0172206,119.854
1197,315.0,17.4,0.0254,31.7,0.0176631,118.416
1198,400.0,17.4,0.0254,31.7,0.0176631,120.766
1199,500.0,17.4,0.0254,31.7,0.0176631,127.676
1200,630.0,17.4,0.0254,31.7,0.0176631,136.886
1201,800.0,17.4,0.0254,31.7,0.0176631,139.226
1202,1000.0,17.4,0.0254,31.7,0.0176631,131.796
1207,3150.0,17.4,0.0254,31.7,0.0176631,123.466
1208,4000.0,17.4,0.0254,31.7,0.0176631,121.996
1211,400.0,22.2,0.0254,71.3,0.0214178,117.927
1213,630.0,22.2,0.0254,71.3,0.0214178,120.657
1215,1000.0,22.2,0.0254,71.3,0.0214178,134.247
1216,1250.0,22.2,0.0254,71.3,0.0214178,140.987
1217,1600.0,22.2,0.0254,71.3,0.0214178,131.817
1218,2000.0,22.2,0.0254,71.3,0.0214178,127.197
1219,2500.0,22.2,0.0254,71.3,0.0214178,126.097
1220,3150.0,22.2,0.0254,71.3,0.0214178,124.127
1221,4000.0,22.2,0.0254,71.3,0.0214178,123.917
1222,5000.0,22.2,0.0254,71.3,0.0214178,125.727
1223,6300.0,22.2,0.0254,71.3,0.0214178,123.127
1224,8000.0,22.2,0.0254,71.3,0.0214178,121.657
1226,250.0,22.2,0.0254,39.6,0.0229028,117.386
1227,315.0,22.2,0.0254,39.6,0.0229028,120.716
1230,630.0,22.2,0.0254,39.6,0.0229028,137.026
1232,1000.0,22.2,0.0254,39.6,0.0229028,128.416
1233,1250.0,22.2,0.0254,39.6,0.0229028,126.446
1235,2000.0,22.2,0.0254,39.6,0.0229028,121.256
1236,2500.0,22.2,0.0254,39.6,0.0229028,121.306
1237,3150.0,22.2,0.0254,39.6,0.0229028,120.856
1238,4000.0,22.2,0.0254,39.6,0.0229028,119.646
1239,5000.0,22.2,0.0254,39.6,0.0229028,118.816
1242,1000.0,0.0,0.1016,71.3,0.00121072,128.825
1244,1600.0,0.0,0.1016,71.3,0.00121072,131.725
1248,4000.0,0.0,0.1016,71.3,0.00121072,130.935
1252,10000.0,0.0,0.1016,71.3,0.00121072,123.305
1253,12500.0,0.0,0.1016,71.3,0.00121072,119.375
1255,800.0,0.0,0.1016,55.5,0.00131983,127.92
1256,1000.0,0.0,0.1016,55.5,0.00131983,129.8
1258,1600.0,0.0,0.1016,55.5,0.00131983,132.05
1259,2000.0,0.0,0.1016,55.5,0.00131983,132.54
1262,4000.0,0.0,0.1016,55.5,0.00131983,129.5
1268,630.0,0.0,0.1016,39.6,0.00146332,125.401
1270,1000.0,0.0,0.1016,39.6,0.00146332,130.781
1272,1600.0,0.0,0.1016,39.6,0.00146332,133.261
1273,2000.0,0.0,0.1016,39.6,0.00146332,133.251
1278,6300.0,0.0,0.1016,39.6,0.00146332,125.631
1280,10000.0,0.0,0.1016,39.6,0.00146332,119.561
1281,630.0,0.0,0.1016,31.7,0.00150092,126.413
1283,1000.0,0.0,0.1016,31.7,0.00150092,131.313
1284,1250.0,0.0,0.1016,31.7,0.00150092,133.063
1285,1600.0,0.0,0.1016,31.7,0.00150092,133.553
1287,2500.0,0.0,0.1016,31.7,0.00150092,132.003
1288,3150.0,0.0,0.1016,31.7,0.00150092,129.973
1289,4000.0,0.0,0.1016,31.7,0.00150092,126.933
1290,5000.0,0.0,0.1016,31.7,0.00150092,124.393
1291,6300.0,0.0,0.1016,31.7,0.00150092,124.253
1292,8000.0,0.0,0.1016,31.7,0.00150092,120.193
1295,1000.0,3.3,0.1016,71.3,0.00202822,131.434
1297,1600.0,3.3,0.1016,71.3,0.00202822,133.664
1299,2500.0,3.3,0.1016,71.3,0.00202822,133.894
1302,5000.0,3.3,0.1016,71.3,0.00202822,127.054
1303,6300.0,3.3,0.1016,71.3,0.00202822,124.904
1304,8000.0,3.3,0.1016,71.3,0.00202822,121.234
1305,10000.0,3.3,0.1016,71.3,0.00202822,116.694
1308,1000.0,3.3,0.1016,55.5,0.002211,131.129
1310,1600.0,3.3,0.1016,55.5,0.002211,133.649
1312,2500.0,3.3,0.1016,55.5,0.002211,132.889
1313,3150.0,3.3,0.1016,55.5,0.002211,130.629
1314,4000.0,3.3,0.1016,55.5,0.002211,127.229
1315,5000.0,3.3,0.1016,55.5,0.002211,124.839
1316,6300.0,3.3,0.1016,55.5,0.002211,123.839
1318,10000.0,3.3,0.1016,55.5,0.002211,115.659
1319,630.0,3.3,0.1016,39.6,0.00245138,127.251
1320,800.0,3.3,0.1016,39.6,0.00245138,129.991
1322,1250.0,3.3,0.1016,39.6,0.00245138,133.211
1325,2500.0,3.3,0.1016,39.6,0.00245138,130.791
1326,3150.0,3.3,0.1016,39.6,0.00245138,128.401
1327,4000.0,3.3,0.1016,39.6,0.00245138,124.881
1328,5000.0,3.3,0.1016,39.6,0.00245138,122.371
1331,10000.0,3.3,0.1016,39.6,0.00245138,115.321
1332,630.0,3.3,0.1016,31.7,0.00251435,128.952
1334,1000.0,3.3,0.1016,31.7,0.00251435,133.012
1337,2000.0,3.3,0.1016,31.7,0.00251435,131.642
1338,2500.0,3.3,0.1016,31.7,0.00251435,130.392
1339,3150.0,3.3,0.1016,31.7,0.00251435,128.252
1340,4000.0,3.3,0.1016,31.7,0.00251435,124.852
1341,5000.0,3.3,0.1016,31.7,0.00251435,122.082
1343,8000.0,3.3,0.1016,31.7,0.00251435,117.432
1344,630.0,6.7,0.1016,71.3,0.00478288,131.448
1345,800.0,6.7,0.1016,71.3,0.00478288,134.478
1346,1000.0,6.7,0.1016,71.3,0.00478288,136.758
1347,1250.0,6.7,0.1016,71.3,0.00478288,137.658
1353,630.0,6.7,0.1016,55.5,0.0052139,133.023
1356,1250.0,6.7,0.1016,55.5,0.0052139,136.883
1357,1600.0,6.7,0.1016,55.5,0.0052139,133.653
1358,2000.0,6.7,0.1016,55.5,0.0052139,129.653
1361,500.0,6.7,0.1016,39.6,0.00578076,130.955
1362,630.0,6.7,0.1016,39.6,0.00578076,133.355
1364,1000.0,6.7,0.1016,39.6,0.00578076,134.515
1365,1250.0,6.7,0.1016,39.6,0.00578076,132.395
1366,1600.0,6.7,0.1016,39.6,0.00578076,127.375
1369,400.0,6.7,0.1016,31.7,0.00592927,128.296
1370,500.0,6.7,0.1016,31.7,0.00592927,130.206
1371,630.0,6.7,0.1016,31.7,0.00592927,132.116
1373,1000.0,6.7,0.1016,31.7,0.00592927,131.636
1375,1600.0,6.7,0.1016,31.7,0.00592927,124.346
1376,2000.0,6.7,0.1016,31.7,0.00592927,120.446
1378,250.0,8.9,0.1016,71.3,0.0103088,134.533
1379,315.0,8.9,0.1016,71.3,0.0103088,136.583
1382,630.0,8.9,0.1016,71.3,0.0103088,138.423
1385,1250.0,8.9,0.1016,71.3,0.0103088,132.793
1386,1600.0,8.9,0.1016,71.3,0.0103088,128.763
1387,2000.0,8.9,0.1016,71.3,0.0103088,124.233
1388,2500.0,8.9,0.1016,71.3,0.0103088,123.623
1393,200.0,8.9,0.1016,39.6,0.0124596,133.42
1394,250.0,8.9,0.1016,39.6,0.0124596,134.34
1396,400.0,8.9,0.1016,39.6,0.0124596,135.54
1398,630.0,8.9,0.1016,39.6,0.0124596,131.92
1399,800.0,8.9,0.1016,39.6,0.0124596,130.94
1401,1250.0,8.9,0.1016,39.6,0.0124596,127.71
1404,2500.0,8.9,0.1016,39.6,0.0124596,119.19
1406,4000.0,8.9,0.1016,39.6,0.0124596,116.22
1410,250.0,12.3,0.1016,71.3,0.0337792,131.568
1413,500.0,12.3,0.1016,71.3,0.0337792,140.158
1415,800.0,12.3,0.1016,71.3,0.0337792,127.318
1418,1600.0,12.3,0.1016,71.3,0.0337792,124.748
1420,2500.0,12.3,0.1016,71.3,0.0337792,121.318
1421,3150.0,12.3,0.1016,71.3,0.0337792,120.798
1422,4000.0,12.3,0.1016,71.3,0.0337792,118.018
1423,5000.0,12.3,0.1016,71.3,0.0337792,116.108
1426,250.0,12.3,0.1016,55.5,0.0368233,133.294
1427,315.0,12.3,0.1016,55.5,0.0368233,135.674
1429,500.0,12.3,0.1016,55.5,0.0368233,133.774
1430,630.0,12.3,0.1016,55.5,0.0368233,124.244
1432,1000.0,12.3,0.1016,55.5,0.0368233,125.484
1435,2000.0,12.3,0.1016,55.5,0.0368233,118.564
1436,2500.0,12.3,0.1016,55.5,0.0368233,117.054
1438,4000.0,12.3,0.1016,55.5,0.0368233,114.404
1439,5000.0,12.3,0.1016,55.5,0.0368233,112.014
1441,200.0,12.3,0.1016,39.6,0.0408268,128.545
1443,315.0,12.3,0.1016,39.6,0.0408268,129.415
1444,400.0,12.3,0.1016,39.6,0.0408268,128.265
1449,1250.0,12.3,0.1016,39.6,0.0408268,121.165
1450,1600.0,12.3,0.1016,39.6,0.0408268,117.875
1455,5000.0,12.3,0.1016,39.6,0.0408268,108.625
1456,6300.0,12.3,0.1016,39.6,0.0408268,107.985
1458,250.0,12.3,0.1016,31.7,0.0418756,125.857
1459,315.0,12.3,0.1016,31.7,0.0418756,124.717
1461,500.0,12.3,0.1016,31.7,0.0418756,118.667
1463,800.0,12.3,0.1016,31.7,0.0418756,120.037
1464,1000.0,12.3,0.1016,31.7,0.0418756,119.777
1466,1600.0,12.3,0.1016,31.7,0.0418756,114.477
1469,3150.0,12.3,0.1016,31.7,0.0418756,110.307
1470,4000.0,12.3,0.1016,31.7,0.0418756,108.407
1475,315.0,15.6,0.1016,71.3,0.0437259,133.808
1476,400.0,15.6,0.1016,71.3,0.0437259,134.058
1477,500.0,15.6,0.1016,71.3,0.0437259,130.638
1479,800.0,15.6,0.1016,71.3,0.0437259,124.188
1481,1250.0,15.6,0.1016,71.3,0.0437259,123.178
1482,1600.0,15.6,0.1016,71.3,0.0437259,121.528
1483,2000.0,15.6,0.1016,71.3,0.0437259,119.888
1487,200.0,15.6,0.1016,39.6,0.0528487,123.514
1491,500.0,15.6,0.1016,39.6,0.0528487,115.304
1492,630.0,15.6,0.1016,39.6,0.0528487,118.084
1494,1000.0,15.6,0.1016,39.6,0.0528487,119.224
1496,1600.0,15.6,0.1016,39.6,0.0528487,114.554
1497,2000.0,15.6,0.1016,39.6,0.0528487,110.894
1498,2500.0,15.6,0.1016,39.6,0.0528487,110.264
1502,6300.0,15.6,0.1016,39.6,0.0528487,104.204
