row_id,sex,length,diameter,height,whole_weight,shucked_weight,cisvera_weight,shell_weight,rings
615,M,0.415,0.345,0.135,0.3865,0.128,0.07,0.148,13.0
616,F,0.47,0.355,0.14,0.433,0.1525,0.095,0.152,12.0
617,M,0.32,0.24,0.085,0.17,0.0655,0.047,0.049,7.0
618,M,0.31,0.225,0.075,0.1295,0.0455,0.0335,0.044,9.0
623,F,0.5,0.385,0.105,0.498,0.1795,0.1095,0.17,17.0
624,I,0.465,0.36,0.105,0.498,0.214,0.116,0.14,15.0
626,F,0.425,0.335,0.095,0.322,0.1205,0.061,0.125,10.0
627,F,0.38,0.305,0.095,0.2815,0.1255,0.0525,0.09,8.0
628,I,0.53,0.415,0.145,0.944,0.3845,0.185,0.265,21.0
629,M,0.34,0.265,0.085,0.1835,0.077,0.046,0.065,10.0
630,I,0.475,0.365,0.115,0.49,0.223,0.1235,0.1335,9.0
631,F,0.43,0.34,0.12,0.391,0.1555,0.095,0.1405,7.0
633,I,0.47,0.36,0.13,0.5225,0.198,0.1065,0.165,9.0
634,M,0.36,0.295,0.1,0.2105,0.066,0.0525,0.075,9.0
635,M,0.355,0.265,0.09,0.168,0.05,0.041,0.063,8.0
637,M,0.355,0.26,0.085,0.1905,0.081,0.0485,0.055,6.0
640,M,0.325,0.24,0.085,0.173,0.0795,0.038,0.05,7.0
642,F,0.59,0.45,0.16,0.9,0.358,0.156,0.315,19.0
643,M,0.33,0.255,0.095,0.1875,0.0735,0.045,0.06,7.0
644,M,0.45,0.34,0.13,0.3715,0.1605,0.0795,0.105,9.0
645,I,0.445,0.33,0.12,0.347,0.12,0.084,0.105,11.0
646,M,0.33,0.215,0.075,0.1145,0.045,0.0265,0.035,6.0
647,M,0.48,0.375,0.145,0.777,0.216,0.13,0.17,9.0
648,I,0.46,0.35,0.12,0.4885,0.193,0.105,0.155,11.0
650,M,0.255,0.18,0.065,0.079,0.034,0.014,0.025,5.0
651,I,0.335,0.245,0.09,0.1665,0.0595,0.04,0.06,6.0
652,I,0.47,0.35,0.13,0.466,0.1845,0.099,0.145,11.0
654,F,0.37,0.28,0.11,0.2305,0.0945,0.0465,0.075,10.0
656,F,0.555,0.435,0.165,0.97,0.336,0.2315,0.295,17.0
658,I,0.58,0.49,0.195,1.3165,0.5305,0.254,0.41,18.0
659,F,0.585,0.475,0.185,0.9585,0.4145,0.1615,0.33,11.0
663,F,0.38,0.305,0.105,0.281,0.1045,0.0615,0.09,12.0
665,F,0.395,0.295,0.095,0.2245,0.078,0.054,0.08,10.0
666,M,0.455,0.35,0.12,0.4835,0.1815,0.144,0.16,11.0
668,M,0.55,0.425,0.155,0.9175,0.2775,0.243,0.335,13.0
670,M,0.475,0.385,0.145,0.6175,0.235,0.108,0.215,14.0
671,F,0.5,0.38,0.155,0.655,0.2405,0.143,0.205,17.0
672,F,0.53,0.41,0.165,0.8115,0.24,0.169,0.24,19.0
673,M,0.49,0.39,0.15,0.573,0.225,0.124,0.17,21.0
674,F,0.49,0.385,0.15,0.7865,0.241,0.14,0.24,23.0
675,F,0.52,0.395,0.18,0.64,0.158,0.11,0.245,22.0
676,M,0.54,0.415,0.145,0.74,0.2635,0.168,0.245,12.0
678,F,0.45,0.38,0.165,0.8165,0.25,0.1915,0.265,23.0
679,F,0.37,0.275,0.1,0.2225,0.093,0.026,0.08,8.0
681,M,0.485,0.37,0.14,0.5725,0.204,0.1415,0.175,10.0
682,F,0.435,0.325,0.115,0.3915,0.154,0.094,0.12,7.0
684,M,0.51,0.4,0.14,0.6515,0.2455,0.1665,0.185,10.0
687,F,0.535,0.405,0.125,0.927,0.26,0.1425,0.345,16.0
690,M,0.5,0.375,0.15,0.636,0.2535,0.145,0.19,10.0
691,I,0.255,0.19,0.075,0.0865,0.0345,0.0205,0.025,5.0
693,M,0.38,0.29,0.12,0.283,0.1175,0.0655,0.085,9.0
694,I,0.165,0.11,0.02,0.019,0.0065,0.0025,0.005,4.0
695,I,0.315,0.23,0.09,0.1285,0.043,0.04,0.04,7.0
699,F,0.395,0.315,0.105,0.3515,0.1185,0.091,0.1195,16.0
701,F,0.48,0.385,0.135,0.536,0.1895,0.142,0.173,14.0
703,M,0.395,0.295,0.115,0.316,0.1205,0.0595,0.1105,12.0
704,M,0.4,0.3,0.125,0.417,0.191,0.09,0.1175,9.0
705,M,0.415,0.325,0.14,0.417,0.1535,0.1015,0.144,10.0
708,M,0.36,0.295,0.13,0.2765,0.0895,0.057,0.1005,10.0
710,I,0.325,0.25,0.08,0.176,0.0595,0.0355,0.063,7.0
711,M,0.375,0.3,0.1,0.2465,0.104,0.0475,0.083,11.0
712,I,0.28,0.205,0.055,0.1135,0.045,0.0275,0.0335,7.0
713,M,0.355,0.265,0.085,0.201,0.069,0.053,0.0695,8.0
715,I,0.275,0.2,0.065,0.1035,0.0475,0.0205,0.03,7.0
716,I,0.29,0.205,0.07,0.0975,0.036,0.019,0.035,8.0
717,I,0.25,0.19,0.06,0.0765,0.036,0.0115,0.0245,6.0
719,I,0.15,0.1,0.025,0.015,0.0045,0.004,0.005,2.0
720,I,0.16,0.11,0.025,0.018,0.0065,0.0055,0.005,3.0
721,M,0.555,0.455,0.16,1.0575,0.3925,0.228,0.293,13.0
724,M,0.465,0.36,0.08,0.488,0.191,0.125,0.155,11.0
725,F,0.49,0.36,0.11,0.5005,0.161,0.107,0.195,17.0
726,M,0.4,0.305,0.085,0.297,0.108,0.0705,0.1,10.0
727,F,0.48,0.375,0.105,0.525,0.2185,0.1195,0.155,12.0
728,M,0.505,0.4,0.125,0.77,0.2735,0.159,0.255,13.0
730,M,0.525,0.4,0.13,0.8295,0.2405,0.1825,0.275,11.0
731,M,0.545,0.42,0.13,0.879,0.374,0.1695,0.23,13.0
734,M,0.525,0.425,0.12,0.8665,0.2825,0.176,0.29,18.0
736,M,0.52,0.385,0.115,0.669,0.2385,0.172,0.205,12.0
737,F,0.52,0.405,0.125,0.6435,0.2415,0.1735,0.21,12.0
743,F,0.52,0.405,0.14,0.8175,0.2795,0.183,0.26,17.0
745,F,0.53,0.42,0.13,1.001,0.34,0.226,0.265,17.0
747,M,0.52,0.385,0.14,0.6595,0.2485,0.2035,0.16,9.0
750,F,0.51,0.39,0.105,0.612,0.187,0.15,0.195,13.0
752,F,0.605,0.46,0.17,1.122,0.347,0.3045,0.315,13.0
755,M,0.62,0.505,0.185,1.5275,0.69,0.368,0.35,13.0
757,F,0.605,0.495,0.19,1.437,0.469,0.2655,0.41,15.0
760,M,0.585,0.405,0.15,1.2565,0.435,0.202,0.325,15.0
762,F,0.54,0.44,0.135,0.959,0.2385,0.221,0.3,17.0
763,M,0.64,0.51,0.19,1.613,0.6215,0.361,0.47,14.0
767,M,0.345,0.27,0.095,0.197,0.0665,0.05,0.07,9.0
768,F,0.55,0.43,0.155,0.785,0.289,0.227,0.233,11.0
770,F,0.53,0.455,0.165,0.9805,0.3155,0.2815,0.2965,11.0
774,M,0.49,0.38,0.14,0.7605,0.245,0.167,0.185,10.0
775,M,0.53,0.41,0.165,0.732,0.189,0.17,0.31,11.0
776,M,0.505,0.385,0.145,0.6775,0.236,0.179,0.2,15.0
778,M,0.465,0.35,0.14,0.5755,0.2015,0.1505,0.19,15.0
779,F,0.47,0.36,0.145,0.537,0.1725,0.1375,0.195,15.0
782,M,0.515,0.435,0.145,0.8815,0.292,0.206,0.255,10.0
783,I,0.385,0.28,0.125,0.244,0.102,0.038,0.085,6.0
784,I,0.215,0.155,0.06,0.0525,0.021,0.0165,0.015,5.0
786,F,0.515,0.39,0.13,0.5755,0.1975,0.13,0.1845,9.0
788,F,0.505,0.39,0.16,0.644,0.2475,0.2025,0.1635,9.0
790,F,0.57,0.465,0.16,0.8935,0.3145,0.2575,0.263,10.0
794,M,0.58,0.465,0.16,1.0345,0.315,0.26,0.3635,12.0
796,M,0.53,0.41,0.155,0.7155,0.2805,0.1685,0.214,11.0
797,M,0.44,0.335,0.11,0.394,0.157,0.096,0.122,9.0
801,M,0.45,0.335,0.125,0.349,0.119,0.1055,0.115,10.0
802,M,0.425,0.33,0.13,0.4405,0.152,0.0935,0.155,9.0
805,M,0.405,0.305,0.12,0.3185,0.1235,0.0905,0.095,7.0
806,I,0.28,0.205,0.07,0.1015,0.041,0.03,0.03,6.0
807,F,0.48,0.4,0.125,0.759,0.2125,0.179,0.24,15.0
810,M,0.505,0.405,0.14,0.875,0.2665,0.174,0.285,12.0
811,F,0.49,0.365,0.13,0.6835,0.165,0.1315,0.205,21.0
812,I,0.235,0.175,0.055,0.067,0.027,0.0125,0.018,6.0
813,I,0.255,0.185,0.06,0.088,0.0365,0.021,0.023,5.0
817,I,0.35,0.27,0.09,0.2055,0.075,0.0575,0.062,6.0
819,I,0.36,0.3,0.085,0.27,0.1185,0.064,0.0745,7.0
822,I,0.38,0.275,0.095,0.1375,0.086,0.0585,0.0605,7.0
825,I,0.395,0.29,0.095,0.319,0.138,0.08,0.082,7.0
826,I,0.395,0.29,0.095,0.304,0.127,0.084,0.077,6.0
827,I,0.4,0.31,0.1,0.306,0.13,0.06,0.094,6.0
828,I,0.41,0.325,0.1,0.394,0.208,0.0655,0.106,6.0
829,I,0.415,0.32,0.11,0.3735,0.175,0.0755,0.109,7.0
830,M,0.415,0.305,0.1,0.325,0.156,0.0505,0.091,6.0
831,I,0.425,0.325,0.1,0.398,0.1185,0.0645,0.0945,6.0
832,I,0.44,0.365,0.115,0.501,0.2435,0.084,0.1465,9.0
833,I,0.445,0.335,0.1,0.4895,0.2745,0.086,0.1105,7.0
834,I,0.445,0.325,0.1,0.378,0.1795,0.1,0.089,7.0
838,F,0.48,0.365,0.135,0.6395,0.2945,0.113,0.175,8.0
839,I,0.485,0.355,0.105,0.498,0.2175,0.096,0.1525,9.0
840,M,0.49,0.385,0.125,0.609,0.3065,0.096,0.1775,8.0
842,M,0.5,0.4,0.125,0.5975,0.27,0.1275,0.166,9.0
843,M,0.505,0.44,0.14,0.8275,0.3415,0.1855,0.239,8.0
844,M,0.525,0.395,0.13,0.7635,0.3375,0.1425,0.225,8.0
846,F,0.54,0.42,0.14,0.805,0.369,0.1725,0.21,11.0
850,F,0.55,0.45,0.15,0.875,0.362,0.1755,0.2765,10.0
852,M,0.565,0.45,0.155,1.0595,0.4735,0.24,0.265,10.0
855,F,0.575,0.465,0.14,0.958,0.442,0.1815,0.2705,9.0
856,M,0.59,0.475,0.165,1.077,0.4545,0.244,0.3095,9.0
857,M,0.59,0.46,0.13,1.102,0.455,0.2055,0.33,12.0
858,F,0.595,0.48,0.15,1.11,0.498,0.228,0.33,10.0
860,F,0.595,0.475,0.16,1.1405,0.547,0.231,0.271,6.0
861,F,0.595,0.465,0.14,1.113,0.5175,0.244,0.305,12.0
862,M,0.6,0.475,0.175,1.3445,0.549,0.2875,0.36,11.0
863,F,0.6,0.475,0.155,1.21,0.653,0.1695,0.3205,10.0
866,M,0.605,0.455,0.16,1.1035,0.421,0.3015,0.325,9.0
867,F,0.615,0.5,0.175,1.377,0.5585,0.33,0.292,12.0
869,M,0.615,0.51,0.15,1.296,0.545,0.3315,0.32,9.0
870,M,0.615,0.505,0.165,1.34,0.5315,0.2815,0.41,12.0
871,F,0.62,0.505,0.16,1.3725,0.6285,0.275,0.3685,11.0
873,F,0.625,0.49,0.155,1.2085,0.465,0.162,0.411,11.0
874,F,0.625,0.49,0.2,1.3825,0.5895,0.285,0.381,11.0
876,M,0.635,0.51,0.17,1.3555,0.619,0.305,0.39,9.0
878,F,0.635,0.485,0.165,1.2945,0.668,0.2605,0.2715,9.0
880,M,0.65,0.525,0.175,1.4715,0.675,0.315,0.399,11.0
882,M,0.655,0.58,0.205,2.0805,0.959,0.3415,0.601,17.0
885,F,0.67,0.585,0.16,1.309,0.5445,0.2945,0.413,10.0
887,F,0.675,0.525,0.155,1.4785,0.628,0.3405,0.42,9.0
888,F,0.68,0.56,0.195,1.7775,0.861,0.322,0.415,11.0
890,F,0.695,0.56,0.22,1.834,0.8455,0.422,0.455,11.0
891,M,0.73,0.595,0.23,2.8255,1.1465,0.419,0.897,17.0
892,I,0.205,0.14,0.05,0.046,0.0165,0.012,0.0135,6.0
893,I,0.24,0.175,0.055,0.0705,0.025,0.014,0.021,5.0
894,I,0.24,0.175,0.065,0.0665,0.031,0.0135,0.017,3.0
895,I,0.255,0.19,0.05,0.083,0.0295,0.0215,0.027,6.0
896,I,0.255,0.18,0.055,0.083,0.031,0.0215,0.02,4.0
898,I,0.28,0.12,0.075,0.117,0.0455,0.029,0.0345,4.0
900,I,0.3,0.235,0.08,0.131,0.05,0.0265,0.043,4.0
901,I,0.3,0.23,0.095,0.1385,0.056,0.0365,0.037,6.0
902,I,0.305,0.22,0.07,0.141,0.062,0.031,0.037,5.0
903,I,0.315,0.235,0.075,0.1485,0.0585,0.0375,0.0425,6.0
906,I,0.325,0.24,0.075,0.187,0.0825,0.0445,0.05,6.0
907,I,0.33,0.265,0.085,0.196,0.0775,0.0305,0.0445,6.0
908,I,0.335,0.25,0.075,0.1825,0.0705,0.044,0.055,7.0
909,I,0.335,0.25,0.075,0.186,0.0945,0.038,0.0445,7.0
915,I,0.375,0.28,0.09,0.215,0.084,0.06,0.055,6.0
917,I,0.41,0.31,0.09,0.339,0.155,0.0695,0.09,7.0
918,I,0.41,0.305,0.09,0.3535,0.157,0.0745,0.1,7.0
919,I,0.41,0.31,0.09,0.3335,0.1635,0.061,0.091,6.0
920,I,0.415,0.33,0.09,0.3595,0.17,0.081,0.09,6.0
921,I,0.42,0.32,0.115,0.376,0.169,0.092,0.1,5.0
923,I,0.425,0.34,0.1,0.382,0.164,0.096,0.1,6.0
924,I,0.425,0.315,0.1,0.377,0.1645,0.072,0.105,6.0
926,I,0.43,0.325,0.09,0.425,0.217,0.087,0.095,7.0
928,I,0.435,0.34,0.115,0.3925,0.1825,0.078,0.1145,6.0
929,I,0.44,0.345,0.13,0.4495,0.209,0.0835,0.134,6.0
932,I,0.445,0.35,0.13,0.4195,0.1695,0.0945,0.1195,7.0
933,I,0.45,0.36,0.13,0.478,0.191,0.127,0.137,7.0
935,I,0.45,0.345,0.11,0.47,0.2355,0.0855,0.1135,7.0
936,I,0.45,0.335,0.105,0.447,0.2335,0.153,0.119,7.0
939,I,0.46,0.36,0.1,0.4635,0.2325,0.093,0.115,7.0
940,I,0.46,0.345,0.105,0.449,0.196,0.0945,0.1265,7.0
943,I,0.465,0.345,0.11,0.4415,0.1755,0.0905,0.12,7.0
944,F,0.465,0.35,0.125,0.482,0.23,0.106,0.1095,6.0
947,M,0.475,0.37,0.125,0.537,0.222,0.1215,0.15,9.0
948,F,0.475,0.36,0.12,0.5915,0.3245,0.11,0.127,6.0
950,M,0.48,0.385,0.145,0.64,0.2925,0.1405,0.1575,6.0
951,M,0.48,0.36,0.1,0.439,0.194,0.099,0.115,8.0
952,M,0.48,0.365,0.12,0.6015,0.312,0.117,0.14,7.0
955,M,0.495,0.395,0.135,0.6335,0.3035,0.1295,0.1495,8.0
956,M,0.495,0.4,0.135,0.61,0.272,0.1435,0.144,7.0
957,M,0.5,0.39,0.135,0.6595,0.3145,0.1535,0.1565,6.0
959,M,0.5,0.385,0.135,0.6425,0.3195,0.129,0.1535,7.0
960,M,0.5,0.4,0.125,0.6725,0.336,0.12,0.1825,7.0
963,M,0.505,0.41,0.125,0.642,0.289,0.133,0.155,9.0
966,I,0.51,0.375,0.1,0.5785,0.238,0.1225,0.175,7.0
970,F,0.515,0.43,0.14,0.834,0.367,0.2,0.23,8.0
972,F,0.525,0.415,0.14,0.724,0.3475,0.173,0.175,8.0
973,M,0.525,0.4,0.14,0.7325,0.334,0.1575,0.17,11.0
974,F,0.53,0.425,0.13,0.7585,0.325,0.197,0.205,8.0
976,M,0.53,0.405,0.125,0.6515,0.2715,0.1605,0.186,7.0
977,F,0.535,0.4,0.135,0.8215,0.3935,0.196,0.205,8.0
978,M,0.535,0.43,0.14,0.7165,0.2855,0.1595,0.2155,8.0
979,M,0.535,0.435,0.14,0.874,0.3735,0.229,0.2195,8.0
980,F,0.55,0.445,0.155,0.9905,0.544,0.178,0.218,9.0
983,F,0.565,0.4,0.13,0.6975,0.3075,0.1665,0.18,8.0
984,M,0.57,0.45,0.155,1.195,0.5625,0.2565,0.295,10.0
985,M,0.57,0.45,0.155,1.1935,0.513,0.21,0.343,10.0
987,M,0.57,0.445,0.14,1.0635,0.5265,0.2195,0.24,8.0
988,M,0.57,0.46,0.17,0.9035,0.4075,0.1935,0.214,7.0
989,M,0.575,0.475,0.16,1.114,0.4955,0.2745,0.29,9.0
990,F,0.575,0.46,0.16,1.103,0.538,0.221,0.249,9.0
995,M,0.58,0.49,0.13,1.1335,0.586,0.2565,0.237,9.0
998,F,0.59,0.455,0.145,1.063,0.5155,0.2445,0.25,8.0
1002,F,0.595,0.46,0.14,1.0045,0.4655,0.2095,0.2515,9.0
1004,F,0.605,0.49,0.15,1.1345,0.5265,0.2645,0.295,9.0
1008,M,0.61,0.475,0.155,1.168,0.554,0.239,0.3295,10.0
1012,M,0.625,0.49,0.175,1.3325,0.5705,0.271,0.405,10.0
1013,F,0.625,0.475,0.175,1.1435,0.4755,0.2475,0.349,10.0
1014,F,0.625,0.5,0.165,1.288,0.573,0.3035,0.315,9.0
1015,F,0.625,0.485,0.2,1.38,0.5845,0.302,0.401,9.0
1016,M,0.63,0.485,0.155,1.278,0.637,0.275,0.31,8.0
1017,F,0.63,0.495,0.165,1.3075,0.599,0.284,0.315,11.0
1019,M,0.635,0.49,0.175,1.375,0.623,0.2705,0.395,11.0
1021,M,0.64,0.505,0.155,1.4025,0.705,0.2655,0.335,10.0
1024,F,0.645,0.5,0.155,1.2205,0.6145,0.236,0.3185,10.0
1026,M,0.645,0.52,0.175,1.561,0.709,0.3555,0.4,8.0
1028,M,0.645,0.5,0.175,1.3385,0.633,0.299,0.349,11.0
1029,F,0.645,0.5,0.16,1.2465,0.5475,0.327,0.3,10.0
1031,M,0.65,0.495,0.16,1.304,0.57,0.312,0.3725,9.0
1034,F,0.655,0.46,0.16,1.494,0.6895,0.331,0.1825,9.0
1035,F,0.655,0.51,0.175,1.6525,0.8515,0.3365,0.403,10.0
1037,M,0.66,0.535,0.19,1.5905,0.6425,0.297,0.5175,9.0
1039,F,0.66,0.475,0.18,1.3695,0.641,0.294,0.335,6.0
1040,M,0.67,0.525,0.165,1.6085,0.682,0.3145,0.4005,11.0
1042,F,0.675,0.565,0.195,1.8375,0.7645,0.3615,0.553,12.0
1049,M,0.715,0.565,0.175,1.9525,0.7645,0.4185,0.4135,10.0
1050,F,0.715,0.525,0.185,1.56,0.6655,0.383,0.405,11.0
1052,M,0.765,0.6,0.22,2.302,1.007,0.509,0.6205,12.0
1053,I,0.185,0.13,0.045,0.029,0.012,0.0075,0.0095,4.0
1055,I,0.195,0.135,0.04,0.0325,0.0135,0.005,0.0095,4.0
1057,I,0.225,0.165,0.055,0.059,0.027,0.0125,0.015,4.0
1059,I,0.25,0.18,0.065,0.0685,0.0245,0.0155,0.0225,5.0
1062,I,0.28,0.21,0.085,0.1075,0.0415,0.024,0.034,5.0
1063,I,0.285,0.22,0.065,0.096,0.0405,0.0205,0.03,5.0
1064,I,0.3,0.22,0.08,0.1255,0.055,0.0265,0.039,6.0
1065,I,0.315,0.235,0.055,0.151,0.065,0.027,0.039,6.0
1066,I,0.32,0.225,0.085,0.1415,0.0675,0.0295,0.0405,6.0
1069,I,0.375,0.28,0.08,0.2345,0.1125,0.0455,0.067,6.0
1070,I,0.375,0.275,0.1,0.2325,0.1165,0.042,0.065,6.0
1071,I,0.385,0.29,0.08,0.2485,0.122,0.0495,0.065,7.0
1072,I,0.4,0.32,0.095,0.348,0.194,0.053,0.087,6.0
1074,I,0.41,0.3,0.1,0.282,0.1255,0.057,0.0875,7.0
1076,I,0.42,0.3,0.105,0.316,0.1255,0.07,0.1035,7.0
1077,I,0.42,0.32,0.11,0.3625,0.174,0.0635,0.105,7.0
1078,I,0.42,0.31,0.095,0.279,0.1255,0.051,0.088,6.0
1079,I,0.425,0.325,0.115,0.3685,0.162,0.0865,0.1045,7.0
1083,I,0.44,0.33,0.11,0.3705,0.1545,0.084,0.12,7.0
1084,I,0.445,0.345,0.105,0.409,0.1675,0.1015,0.117,7.0
1085,I,0.445,0.34,0.145,0.434,0.1945,0.0905,0.13,7.0
1087,I,0.45,0.365,0.125,0.462,0.2135,0.0985,0.1315,8.0
1091,I,0.45,0.33,0.11,0.3685,0.16,0.0885,0.102,6.0
1097,I,0.48,0.38,0.125,0.6245,0.3395,0.1085,0.1665,8.0
1100,I,0.5,0.375,0.12,0.542,0.215,0.116,0.17,9.0
1101,I,0.5,0.38,0.125,0.519,0.2485,0.1135,0.134,8.0
1102,M,0.5,0.39,0.125,0.5215,0.2485,0.117,0.131,6.0
1103,F,0.505,0.39,0.125,0.5445,0.246,0.15,0.1405,7.0
1104,I,0.51,0.405,0.125,0.6795,0.3465,0.1395,0.182,8.0
1106,I,0.51,0.4,0.125,0.5575,0.2615,0.1195,0.1525,9.0
1107,I,0.51,0.38,0.115,0.5155,0.215,0.1135,0.166,8.0
1110,I,0.52,0.38,0.135,0.5395,0.2295,0.133,0.157,8.0
1113,I,0.525,0.4,0.13,0.6455,0.325,0.1245,0.17,8.0
1114,I,0.525,0.4,0.14,0.601,0.2625,0.1285,0.1835,9.0
1116,I,0.525,0.395,0.12,0.608,0.297,0.1395,0.1405,8.0
1117,I,0.53,0.4,0.125,0.617,0.279,0.127,0.19,8.0
1120,M,0.545,0.39,0.135,0.7835,0.4225,0.1815,0.156,7.0
1122,M,0.545,0.415,0.14,0.82,0.4615,0.127,0.218,9.0
1123,F,0.55,0.415,0.135,0.8145,0.427,0.1855,0.175,8.0
1124,F,0.55,0.43,0.15,0.84,0.395,0.195,0.223,8.0
1126,M,0.56,0.43,0.145,0.8995,0.464,0.1775,0.234,9.0
1128,F,0.56,0.44,0.155,0.6405,0.336,0.1765,0.245,8.0
1130,M,0.565,0.455,0.15,0.9595,0.4565,0.2395,0.23,9.0
1131,M,0.565,0.435,0.15,0.99,0.5795,0.1825,0.206,8.0
1132,F,0.565,0.45,0.175,1.0095,0.447,0.2375,0.2645,9.0
1133,M,0.57,0.46,0.15,1.0375,0.5415,0.2035,0.25,9.0
1134,F,0.57,0.445,0.145,0.8775,0.412,0.217,0.22,8.0
1135,I,0.57,0.44,0.15,0.755,0.3425,0.16,0.224,8.0
1141,I,0.575,0.435,0.13,0.805,0.3155,0.2155,0.245,10.0
1144,M,0.58,0.455,0.15,1.114,0.4765,0.2155,0.265,8.0
1146,M,0.58,0.445,0.135,0.814,0.3775,0.1915,0.22,9.0
1148,M,0.58,0.45,0.145,1.0025,0.547,0.1975,0.2295,8.0
1150,M,0.585,0.46,0.145,0.9335,0.478,0.1825,0.235,9.0
1151,M,0.585,0.465,0.16,0.9555,0.4595,0.236,0.265,7.0
1153,F,0.6,0.475,0.16,1.0265,0.485,0.2495,0.2565,9.0
1155,F,0.6,0.465,0.15,1.1025,0.5455,0.262,0.25,8.0
1156,M,0.6,0.465,0.155,1.0165,0.512,0.2465,0.225,10.0
1157,F,0.605,0.47,0.165,1.1775,0.611,0.2275,0.292,9.0
1159,M,0.605,0.48,0.17,1.1835,0.582,0.2365,0.317,10.0
1160,F,0.605,0.475,0.165,1.056,0.433,0.2195,0.357,9.0
1164,M,0.615,0.46,0.17,1.0565,0.4815,0.272,0.27,10.0
1166,F,0.615,0.475,0.155,1.027,0.447,0.25,0.285,9.0
1167,M,0.62,0.47,0.135,1.0195,0.5315,0.2005,0.2475,8.0
1168,M,0.62,0.45,0.2,0.858,0.4285,0.1525,0.2405,8.0
1169,F,0.62,0.48,0.16,1.1125,0.5635,0.2445,0.281,8.0
1170,F,0.625,0.485,0.175,1.3745,0.7335,0.2715,0.332,9.0
1171,M,0.625,0.48,0.185,1.2065,0.587,0.29,0.286,8.0
1173,M,0.63,0.5,0.175,1.2645,0.5635,0.3065,0.3425,10.0
1174,F,0.635,0.495,0.015,1.1565,0.5115,0.308,0.2885,9.0
1175,M,0.64,0.515,0.165,1.369,0.632,0.3415,0.358,10.0
1177,F,0.645,0.48,0.17,1.1345,0.528,0.254,0.305,10.0
1178,F,0.65,0.5,0.19,1.464,0.6415,0.339,0.4245,9.0
1179,M,0.65,0.5,0.155,1.202,0.565,0.3135,0.294,11.0
1180,M,0.655,0.515,0.16,1.31,0.553,0.369,0.345,11.0
1181,F,0.655,0.51,0.175,1.415,0.5885,0.3725,0.364,10.0
1182,F,0.66,0.53,0.185,1.346,0.546,0.2705,0.476,11.0
1183,M,0.665,0.525,0.16,1.363,0.629,0.279,0.34,8.0
1184,I,0.665,0.5,0.17,1.2975,0.6035,0.291,0.3595,9.0
1185,F,0.67,0.505,0.205,1.3645,0.6075,0.3025,0.353,9.0
1186,F,0.685,0.54,0.215,1.7025,0.664,0.3655,0.4735,14.0
1187,M,0.685,0.52,0.165,1.519,0.699,0.3685,0.4,10.0
1188,F,0.69,0.54,0.155,1.454,0.624,0.3105,0.39,9.0
1191,M,0.695,0.56,0.185,1.74,0.885,0.3715,0.4375,10.0
1192,M,0.7,0.565,0.18,1.751,0.895,0.3355,0.446,9.0
1193,M,0.7,0.575,0.19,2.273,1.095,0.418,0.638,12.0
1194,F,0.7,0.525,0.19,1.6465,0.8545,0.307,0.3995,9.0
1195,F,0.705,0.55,0.17,1.219,0.6395,0.236,0.301,9.0
1196,F,0.71,0.56,0.18,1.652,0.735,0.381,0.4525,11.0
1200,F,0.72,0.55,0.2,1.9965,0.9035,0.469,0.5215,10.0
1202,M,0.725,0.505,0.185,1.978,1.026,0.4255,0.4505,12.0
1206,F,0.75,0.57,0.21,2.236,1.109,0.5195,0.545,11.0
1207,F,0.755,0.625,0.21,2.505,1.1965,0.513,0.6785,11.0
1210,I,0.185,0.375,0.12,0.4645,0.196,0.1045,0.15,6.0
1211,I,0.245,0.205,0.06,0.0765,0.034,0.014,0.0215,4.0
1214,I,0.275,0.195,0.09,0.1125,0.0545,0.0295,0.0355,6.0
1215,I,0.305,0.215,0.065,0.1075,0.044,0.0205,0.038,5.0
1216,I,0.31,0.225,0.07,0.1055,0.435,0.015,0.04,5.0
1225,I,0.345,0.255,0.085,0.2005,0.105,0.037,0.05,5.0
1226,I,0.35,0.27,0.075,0.215,0.1,0.036,0.065,6.0
1227,I,0.35,0.255,0.09,0.1785,0.0855,0.0305,0.0525,8.0
1228,I,0.36,0.27,0.085,0.196,0.0875,0.035,0.064,4.0
1230,I,0.365,0.27,0.085,0.196,0.0825,0.0375,0.06,7.0
1231,I,0.365,0.265,0.085,0.213,0.0945,0.049,0.06,7.0
1232,I,0.37,0.29,0.09,0.2445,0.089,0.0655,0.075,7.0
1233,I,0.37,0.28,0.085,0.217,0.1095,0.035,0.062,6.0
1234,I,0.375,0.29,0.095,0.213,0.096,0.041,0.061,5.0
1235,I,0.375,0.29,0.085,0.2385,0.118,0.045,0.0695,7.0
1237,I,0.375,0.275,0.095,0.2465,0.11,0.0415,0.0775,6.0
1238,I,0.375,0.28,0.08,0.2025,0.0825,0.048,0.065,8.0
1240,I,0.38,0.275,0.11,0.256,0.11,0.0535,0.0755,6.0
1241,I,0.38,0.27,0.08,0.2105,0.0865,0.042,0.07,8.0
1242,I,0.385,0.29,0.09,0.2615,0.111,0.0595,0.0745,9.0
1245,I,0.385,0.28,0.09,0.228,0.1025,0.042,0.0655,5.0
1246,I,0.39,0.3,0.095,0.3265,0.1665,0.0575,0.089,7.0
1247,I,0.395,0.305,0.105,0.284,0.1135,0.0595,0.0945,8.0
1249,I,0.395,0.27,0.1,0.2985,0.1445,0.061,0.082,5.0
