game,ply,board,player,action,return,before,after
823,6,X.OX.X..O,O,7,-1,0.0,-0.2
823,7,X.OX.X.OO,X,6,1,0.0,0.2
824,1,.........,X,4,1,0.05131442974886502,0.24105154379909202
824,2,....X....,O,6,-1,-0.009619973354028755,-0.207695978683223
824,3,....X.O..,X,3,1,0.34838783999999995,0.47871027199999994
824,4,...XX.O..,O,2,-1,-0.03999999999999998,-0.23199999999999998
824,5,..OXX.O..,X,1,1,0.2,0.36000000000000004
824,6,.XOXX.O..,O,5,-1,0.0,-0.2
824,7,.XOXXOO..,X,8,1,0.0,0.2
824,8,.XOXXOO.X,O,0,-1,0.0,-0.2
824,9,OXOXXOO.X,X,7,1,0.2,0.36000000000000004
825,1,.........,X,4,1,0.24105154379909202,0.3928412350392736
825,2,....X....,O,6,-1,-0.207695978683223,-0.3661567829465784
825,3,....X.O..,X,5,1,0.0,0.2
825,4,....XXO..,O,2,-1,0.0,-0.2
825,5,..O.XXO..,X,8,1,0.0,0.2
825,6,..O.XXO.X,O,0,-1,0.2,-0.03999999999999998
825,7,O.O.XXO.X,X,3,1,0.0,0.2
826,1,.........,X,0,1,0.5419457848921442,0.6335566279137154
826,2,X........,O,3,-1,-0.488,-0.5904
826,3,X..O.....,X,8,1,0.488,0.5904
826,4,X..O....X,O,2,-1,0.0,-0.2
826,5,X.OO....X,X,1,1,0.0,0.2
826,6,XXOO....X,O,7,-1,0.0,-0.2
826,7,XXOO...OX,X,4,1,0.0,0.2
827,1,.........,X,0,1,0.6335566279137154,0.7068453023309723
827,2,X........,O,8,-1,-0.49118865408,-0.592950923264
827,3,X.......O,X,5,1,0.49118865408,0.592950923264
827,4,X....X..O,O,7,-1,0.0,-0.2
827,5,X....X.OO,X,2,1,0.0,0.2
827,6,X.X..X.OO,O,3,-1,0.0,-0.2
827,7,X.XO.X.OO,X,6,1,0.0,0.2
827,8,X.XO.XXOO,O,1,-1,0.0,-0.2
827,9,XOXO.XXOO,X,4,1,0.2,0.36000000000000004
828,1,.........,X,7,1,-0.5519231573495397,-0.24153852587963176
828,2,.......X.,O,4,-1,0.5965813555199999,0.2772650844159999
828,3,....O..X.,X,0,1,0.0,0.2
828,4,X...O..X.,O,2,-1,0.2,-0.03999999999999998
828,5,X.O.O..X.,X,6,1,0.0,0.2
828,6,X.O.O.XX.,O,5,-1,0.0,-0.2
828,7,X.O.OOXX.,X,8,1,0.0,0.2
829,1,.........,X,0,1,0.7068453023309723,0.7654762418647778
829,2,X........,O,1,-1,-0.503761408,-0.6030091264
829,3,XO.......,X,8,1,0.5904,0.67232
829,4,XO......X,O,7,-1,0.0,-0.2
829,5,XO.....OX,X,4,1,0.2,0.36000000000000004
830,1,.........,X,0,1,0.7654762418647778,0.8123809934918222
830,2,X........,O,7,-1,-0.49522337792000004,-0.596178702336
830,3,X......O.,X,3,1,0.7378560000000001,0.7902848
830,4,X..X...O.,O,1,-1,0.0,-0.2
830,5,XO.X...O.,X,4,1,0.0,0.2
830,6,XO.XX..O.,O,6,-1,0.2,-0.03999999999999998
830,7,XO.XX.OO.,X,8,1,0.0,0.2
831,1,.........,X,0,1,0.8123809934918222,0.8499047947934578
831,2,X........,O,5,-1,-0.509987328,-0.6079898624
831,3,X....O...,X,6,1,-0.2,0.03999999999999998
831,4,X....OX..,O,1,-1,0.0,-0.2
831,5,XO...OX..,X,4,1,0.2,0.36000000000000004
831,6,XO..XOX..,O,7,-1,0.0,-0.2
831,7,XO..XOXO.,X,3,1,0.0,0.2
832,1,.........,X,8,1,-0.1795669994298533,0.05634640045611736
832,2,........X,O,4,-1,0.28656522699517906,0.029252181596143234
832,3,....O...X,X,0,1,0.09632000000000002,0.277056
832,4,X...O...X,O,6,-1,0.0,-0.2
832,5,X...O.O.X,X,2,1,0.0,0.2
832,6,X.X.O.O.X,O,5,-1,0.0,-0.2
832,7,X.X.OOO.X,X,1,1,0.36000000000000004,0.488
833,1,.........,X,0,1,0.8499047947934578,0.8799238358347663
833,2,X........,O,4,-1,-0.524864,-0.6198912
833,3,X...O....,X,6,1,0.0,0.2
833,4,X...O.X..,O,5,-1,0.2,-0.03999999999999998
833,5,X...OOX..,X,3,1,0.2,0.36000000000000004
834,1,.........,X,1,1,-0.5923242317704058,-0.27385938541632465
834,2,.X.......,O,6,-1,0.6774159150821697,0.3419327320657357
834,3,.X....O..,X,5,1,-0.014400000000000024,0.18847999999999998
834,4,.X...XO..,O,0,-1,0.36000000000000004,0.08800000000000002
834,5,OX...XO..,X,8,1,-0.2,0.03999999999999998
834,6,OX...XO.X,O,7,-1,0.2,-0.03999999999999998
834,7,OX...XOOX,X,3,1,0.0,0.2
834,8,OX.X.XOOX,O,2,-1,0.0,-0.2
834,9,OXOX.XOOX,X,4,1,0.0,0.2
835,1,.........,X,0,1,0.8799238358347663,0.903939068667813
835,2,X........,O,6,-1,-0.5261734882168013,-0.620938790573441
835,3,X.....O..,X,5,1,0.58450176,0.667601408
835,4,X....XO..,O,7,-1,0.0,-0.2
835,5,X....XOO.,X,3,1,0.0,0.2
835,6,X..X.XOO.,O,1,-1,0.0,-0.2
835,7,XO.X.XOO.,X,4,1,0.0,0.2
836,1,.........,X,0,1,0.903939068667813,0.9231512549342504
836,2,X........,O,3,-1,-0.5904,-0.67232
836,3,X..O.....,X,8,1,0.5904,0.67232
836,4,X..O....X,O,4,-1,-0.2,-0.36000000000000004
836,5,X..OO...X,X,5,1,0.2,0.36000000000000004
836,6,X..OOX..X,O,7,-1,-0.2,-0.36000000000000004
836,7,X..OOX.OX,X,2,1,0.2,0.36000000000000004
837,1,.........,X,0,-1,0.9231512549342504,0.5385210039474003
837,2,X........,O,2,1,-0.5904,-0.27232
837,3,X.O......,X,3,-1,0.5904,0.27232
837,4,X.OX.....,O,6,1,0.0,0.2
837,5,X.OX..O..,X,1,-1,0.0,-0.2
837,6,XXOX..O..,O,7,1,0.2,0.36000000000000004
837,7,XXOX..OO.,X,5,-1,0.0,-0.2
837,8,XXOX.XOO.,O,8,1,0.2,0.36000000000000004
838,1,.........,X,0,1,0.5385210039474003,0.6308168031579202
838,2,X........,O,3,-1,-0.67232,-0.7378560000000001
838,3,X..O.....,X,8,1,0.67232,0.7378560000000001
838,4,X..O....X,O,7,-1,0.0,-0.2
838,5,X..O...OX,X,2,1,0.0,0.2
838,6,X.XO...OX,O,5,-1,0.0,-0.2
838,7,X.XO.O.OX,X,4,1,0.2,0.36000000000000004
839,1,.........,X,0,1,0.6308168031579202,0.7046534425263362
839,2,X........,O,2,-1,-0.27232,-0.417856
839,3,X.O......,X,3,1,0.27232,0.417856
839,4,X.OX.....,O,6,-1,0.2,-0.03999999999999998
839,5,X.OX..O..,X,5,1,0.0,0.2
839,6,X.OX.XO..,O,8,-1,0.2,-0.03999999999999998
839,7,X.OX.XO.O,X,4,1,0.0,0.2
840,1,.........,X,2,1,-0.2832135589891066,-0.026570847191285274
840,2,..X......,O,4,-1,0.33216503219630106,0.06573202575704085
840,3,..X.O....,X,0,1,0.0,0.2
840,4,X.X.O....,O,8,-1,0.0,-0.2
840,5,X.X.O...O,X,7,1,0.0,0.2
840,6,X.X.O..XO,O,6,-1,0.0,-0.2
840,7,X.X.O.OXO,X,1,1,0.0,0.2
841,1,.........,X,0,1,0.7046534425263362,0.7637227540210689
841,2,X........,O,2,-1,-0.417856,-0.5342848
841,3,X.O......,X,3,1,0.417856,0.5342848
841,4,X.OX.....,O,7,-1,0.0,-0.2
841,5,X.OX...O.,X,4,1,0.2,0.36000000000000004
841,6,X.OXX..O.,O,8,-1,0.0,-0.2
841,7,X.OXX..OO,X,6,1,0.2,0.36000000000000004
842,1,.........,X,0,-1,0.7637227540210689,0.41097820321685513
842,2,X........,O,2,1,-0.5342848,-0.22742784
842,3,X.O......,X,6,-1,0.0,-0.2
842,4,X.O...X..,O,8,1,0.0,0.2
842,5,X.O...X.O,X,7,-1,0.0,-0.2
842,6,X.O...XXO,O,1,1,0.0,0.2
842,7,XOO...XXO,X,4,-1,0.0,-0.2
842,8,XOO.X.XXO,O,5,1,0.2,0.36000000000000004
843,1,.........,X,0,-1,0.41097820321685513,0.12878256257348408
843,2,X........,O,2,1,-0.22742784,0.018057728000000023
843,3,X.O......,X,3,-1,0.5342848,0.22742784
843,4,X.OX.....,O,1,1,-0.2,0.03999999999999998
843,5,XOOX.....,X,7,-1,0.0,-0.2
843,6,XOOX...X.,O,6,1,0.0,0.2
843,7,XOOX..OX.,X,5,-1,0.0,-0.2
843,8,XOOX.XOX.,O,4,1,0.0,0.2
844,1,.........,X,6,1,0.07978806160738355,0.2638304492859068
844,2,......X..,O,0,-1,0.08495403515903999,-0.132036771872768
844,3,O.....X..,X,4,1,0.209856,0.3678848
844,4,O...X.X..,O,2,-1,0.2,-0.03999999999999998
844,5,O.O.X.X..,X,1,1,0.16,0.328
844,6,OXO.X.X..,O,3,-1,0.0,-0.2
844,7,OXOOX.X..,X,7,1,0.0,0.2
845,1,.........,X,4,-1,0.3928412350392736,0.11427298803141889
845,2,....X....,O,5,1,-0.8232389029462016,-0.45859112235696126
845,3,....XO...,X,8,-1,0.799579377664,0.4396635021312
845,4,....XO..X,O,0,1,-0.2,0.03999999999999998
845,5,O...XO..X,X,6,-1,0.2,-0.03999999999999998
845,6,O...XOX.X,O,1,1,0.0,0.2
845,7,OO..XOX.X,X,3,-1,0.0,-0.2
845,8,OO.XXOX.X,O,2,1,0.0,0.2
846,1,.........,X,6,1,0.2638304492859068,0.41106435942872543
846,2,......X..,O,8,-1,-0.49804142592,-0.598433140736
846,3,......X.O,X,3,1,0.3856,0.50848
846,4,...X..X.O,O,1,-1,0.0,-0.2
846,5,.O.X..X.O,X,4,1,0.0,0.2
846,6,.O.XX.X.O,O,0,-1,0.0,-0.2
846,7,OO.XX.X.O,X,5,1,0.2,0.36000000000000004
847,1,.........,X,6,0,0.41106435942872543,0.3288514875429803
847,2,......X..,O,0,0,-0.132036771872768,-0.10562941749821439
847,3,O.....X..,X,1,0,-0.14368,-0.114944
847,4,OX....X..,O,5,0,0.0,0.0
847,5,OX...OX..,X,8,0,0.0,0.0
847,6,OX...OX.X,O,7,0,0.0,0.0
847,7,OX...OXOX,X,2,0,0.2,0.16
847,8,OXX..OXOX,O,4,0,0.0,0.0
847,9,OXX.OOXOX,X,3,0,0.0,0.0
848,1,.........,X,6,1,0.3288514875429803,0.4630811900343843
848,2,......X..,O,0,-1,-0.10562941749821439,-0.28450353399857153
848,3,O.....X..,X,4,1,0.3678848,0.49430784000000005
848,4,O...X.X..,O,5,-1,-0.2,-0.36000000000000004
848,5,O...XOX..,X,7,1,0.2,0.36000000000000004
848,6,O...XOXX.,O,8,-1,0.0,-0.2
848,7,O...XOXXO,X,2,1,0.2,0.36000000000000004
849,1,.........,X,6,-1,0.4630811900343843,0.17046495202750744
849,2,......X..,O,0,1,-0.28450353399857153,-0.027602827198857205
849,3,O.....X..,X,4,-1,0.49430784000000005,0.19544627200000003
849,4,O...X.X..,O,2,1,-0.03999999999999998,0.16800000000000004
849,5,O.O.X.X..,X,8,-1,0.0,-0.2
849,6,O.O.X.X.X,O,1,1,0.0,0.2
850,1,.........,X,0,1,0.12878256257348408,0.30302605005878724
850,2,X........,O,2,-1,0.018057728000000023,-0.1855538176
850,3,X.O......,X,3,1,0.22742784,0.38194227199999997
850,4,X.OX.....,O,1,-1,0.03999999999999998,-0.16800000000000004
850,5,XOOX.....,X,4,1,0.2,0.36000000000000004
850,6,XOOXX....,O,8,-1,0.0,-0.2
850,7,XOOXX...O,X,6,1,0.0,0.2
851,1,.........,X,4,-1,0.11427298803141889,-0.1085816095748649
851,2,....X....,O,6,1,-0.3661567829465784,-0.0929254263572627
851,3,....X.O..,X,3,-1,0.47871027199999994,0.18296821759999998
851,4,...XX.O..,O,8,1,-0.03999999999999998,0.16800000000000004
851,5,...XX.O.O,X,2,-1,0.2,-0.03999999999999998
851,6,..XXX.O.O,O,7,1,0.2,0.36000000000000004
852,1,.........,X,0,-1,0.30302605005878724,0.042420840047029784
852,2,X........,O,2,1,-0.1855538176,0.051556945920000014
852,3,X.O......,X,7,-1,0.0,-0.2
852,4,X.O....X.,O,1,1,0.0,0.2
852,5,XOO....X.,X,4,-1,0.0,-0.2
852,6,XOO.X..X.,O,8,1,0.0,0.2
852,7,XOO.X..XO,X,3,-1,0.0,-0.2
852,8,XOOXX..XO,O,5,1,0.0,0.2
853,1,.........,X,6,1,0.17046495202750744,0.336371961622006
853,2,......X..,O,0,-1,-0.027602827198857205,-0.22208226175908577
853,3,O.....X..,X,4,1,0.19544627200000003,0.35635701760000005
853,4,O...X.X..,O,2,-1,0.16800000000000004,-0.06559999999999999
853,5,O.O.X.X..,X,1,1,0.328,0.46240000000000003
853,6,OXO.X.X..,O,3,-1,-0.2,-0.36000000000000004
853,7,OXOOX.X..,X,7,1,0.2,0.36000000000000004
854,1,.........,X,6,0,0.336371961622006,0.2690975692976048
854,2,......X..,O,0,0,-0.22208226175908577,-0.17766580940726862
854,3,O.....X..,X,4,0,0.35635701760000005,0.28508561408000005
854,4,O...X.X..,O,2,0,-0.06559999999999999,-0.05247999999999999
854,5,O.O.X.X..,X,1,0,0.46240000000000003,0.36992
854,6,OXO.X.X..,O,7,0,0.0,0.0
854,7,OXO.X.XO.,X,8,0,0.0,0.0
854,8,OXO.X.XOX,O,3,0,0.0,0.0
854,9,OXOOX.XOX,X,5,0,0.0,0.0
855,1,.........,X,6,0,0.2690975692976048,0.21527805543808384
855,2,......X..,O,0,0,-0.17766580940726862,-0.1421326475258149
855,3,O.....X..,X,4,0,0.28508561408000005,0.22806849126400003
855,4,O...X.X..,O,2,0,-0.05247999999999999,-0.041983999999999994
855,5,O.O.X.X..,X,1,0,0.36992,0.29593600000000003
855,6,OXO.X.X..,O,7,0,0.0,0.0
855,7,OXO.X.XO.,X,8,0,0.0,0.0
855,8,OXO.X.XOX,O,5,0,0.0,0.0
855,9,OXO.XOXOX,X,3,0,0.0,0.0
856,1,.........,X,6,1,0.21527805543808384,0.3722224443504671
856,2,......X..,O,3,-1,-0.4664448,-0.57315584
856,3,...O..X..,X,8,1,0.0,0.2
856,4,...O..X.X,O,0,-1,0.0,-0.2
856,5,O..O..X.X,X,5,1,0.0,0.2
856,6,O..O.XX.X,O,1,-1,0.0,-0.2
856,7,OO.O.XX.X,X,2,1,0.0,0.2
857,1,.........,X,6,1,0.3722224443504671,0.4977779554803736
857,2,......X..,O,0,-1,-0.1421326475258149,-0.31370611802065196
857,3,O.....X..,X,8,1,0.0,0.2
857,4,O.....X.X,O,7,-1,0.0,-0.2
857,5,O.....XOX,X,3,1,0.0,0.2
857,6,O..X..XOX,O,5,-1,0.0,-0.2
857,7,O..X.OXOX,X,4,1,0.0,0.2
857,8,O..XXOXOX,O,1,-1,0.0,-0.2
857,9,OO.XXOXOX,X,2,1,0.2,0.36000000000000004
858,1,.........,X,6,-1,0.4977779554803736,0.1982223643842989
858,2,......X..,O,1,1,-0.533056,-0.22644479999999995
858,3,.O....X..,X,5,-1,0.16800000000000004,-0.06559999999999999
858,4,.O...XX..,O,4,1,0.0,0.2
858,5,.O..OXX..,X,8,-1,0.0,-0.2
858,6,.O..OXX.X,O,7,1,0.0,0.2
859,1,.........,X,6,0,0.1982223643842989,0.15857789150743912
859,2,......X..,O,1,0,-0.22644479999999995,-0.18115583999999996
859,3,.O....X..,X,0,0,0.2,0.16
859,4,XO....X..,O,3,0,0.0,0.0
859,5,XO.O..X..,X,7,0,0.0,0.0
859,6,XO.O..XX.,O,8,0,0.0,0.0
859,7,XO.O..XXO,X,2,0,0.0,0.0
859,8,XOXO..XXO,O,4,0,0.0,0.0
859,9,XOXOO.XXO,X,5,0,0.0,0.0
860,1,.........,X,6,0,0.15857789150743912,0.1268623132059513
860,2,......X..,O,1,0,-0.18115583999999996,-0.14492467199999998
860,3,.O....X..,X,2,0,0.36000000000000004,0.28800000000000003
860,4,.OX...X..,O,4,0,0.0,0.0
860,5,.OX.O.X..,X,0,0,0.0,0.0
860,6,XOX.O.X..,O,8,0,0.0,0.0
860,7,XOX.O.X.O,X,7,0,0.0,0.0
860,8,XOX.O.XXO,O,3,0,0.0,0.0
860,9,XOXOO.XXO,X,5,0,0.0,0.0
861,1,.........,X,6,-1,0.1268623132059513,-0.09851014943523898
861,2,......X..,O,1,1,-0.14492467199999998,0.08406026240000003
861,3,.O....X..,X,2,-1,0.28800000000000003,0.030400000000000038
861,4,.OX...X..,O,0,1,0.0,0.2
861,5,OOX...X..,X,8,-1,0.0,-0.2
861,6,OOX...X.X,O,7,1,0.0,0.2
861,7,OOX...XOX,X,3,-1,0.0,-0.2
861,8,OOXX..XOX,O,4,1,0.0,0.2
862,1,.........,X,8,1,0.05634640045611736,0.2450771203648939
862,2,........X,O,4,-1,0.029252181596143234,-0.17659825472308543
862,3,....O...X,X,0,1,0.277056,0.42164480000000004
862,4,X...O...X,O,2,-1,0.0,-0.2
862,5,X.O.O...X,X,3,1,0.0,0.2
862,6,X.OXO...X,O,7,-1,-0.2,-0.36000000000000004
862,7,X.OXO..OX,X,6,1,0.2,0.36000000000000004
863,1,.........,X,8,-1,0.2450771203648939,-0.003938303708084873
863,2,........X,O,4,1,-0.17659825472308543,0.05872139622153169
863,3,....O...X,X,2,-1,-0.03999999999999998,-0.23199999999999998
863,4,..X.O...X,O,5,1,0.311616,0.44929280000000005
863,5,..X.OO..X,X,1,-1,0.0,-0.2
863,6,.XX.OO..X,O,3,1,0.0,0.2
864,1,.........,X,0,1,0.042420840047029784,0.23393667203762383
864,2,X........,O,2,-1,0.051556945920000014,-0.158754443264
864,3,X.O......,X,3,1,0.38194227199999997,0.5055538176
864,4,X.OX.....,O,8,-1,0.0,-0.2
864,5,X.OX....O,X,6,1,0.0,0.2
865,1,.........,X,0,-1,0.23393667203762383,-0.012850662369900956
865,2,X........,O,2,1,-0.158754443264,0.07299644538880001
865,3,X.O......,X,3,-1,0.5055538176,0.2044430540799999
865,4,X.OX.....,O,6,1,-0.03999999999999998,0.16800000000000004
865,5,X.OX..O..,X,5,-1,0.2,-0.03999999999999998
865,6,X.OX.XO..,O,4,1,0.0,0.2
866,1,.........,X,8,-1,-0.003938303708084873,-0.2031506429664679
866,2,........X,O,4,1,0.05872139622153169,0.24697711697722535
866,3,....O...X,X,7,-1,-0.07131604991999996,-0.257052839936
866,4,....O..XX,O,6,1,0.30395443200000005,0.44316354560000004
866,5,....O.OXX,X,1,-1,0.0,-0.2
866,6,.X..O.OXX,O,2,1,0.0,0.2
867,1,.........,X,0,1,-0.012850662369900956,0.18971947010407925
867,2,X........,O,5,-1,-0.6079898624,-0.68639188992
867,3,X....O...,X,2,1,0.35231999999999997,0.48185599999999995
867,4,X.X..O...,O,6,-1,-0.2,-0.36000000000000004
867,5,X.X..OO..,X,1,1,0.2,0.36000000000000004
868,1,.........,X,0,1,0.18971947010407925,0.35177557608326343
868,2,X........,O,2,-1,0.07299644538880001,-0.14160284368895998
868,3,X.O......,X,3,1,0.2044430540799999,0.36355444326399994
868,4,X.OX.....,O,6,-1,0.16800000000000004,-0.06559999999999999
868,5,X.OX..O..,X,1,1,-0.2,0.03999999999999998
868,6,XXOX..O..,O,7,-1,0.36000000000000004,0.08800000000000002
868,7,XXOX..OO.,X,8,1,0.0,0.2
868,8,XXOX..OOX,O,5,-1,0.0,-0.2
868,9,XXOX.OOOX,X,4,1,0.0,0.2
869,1,.........,X,4,1,-0.1085816095748649,0.11313471234010808
869,2,....X....,O,0,-1,-0.7602873008517126,-0.80822984068137
869,3,O...X....,X,5,1,0.74213419008,0.793707352064
869,4,O...XX...,O,1,-1,-0.2,-0.36000000000000004
869,5,OO..XX...,X,3,1,0.36000000000000004,0.488
870,1,.........,X,0,1,0.35177557608326343,0.4814204608666107
870,2,X........,O,1,-1,-0.6030091264,-0.68240730112
870,3,XO.......,X,8,1,0.67232,0.7378560000000001
870,4,XO......X,O,6,-1,0.0,-0.2
870,5,XO....O.X,X,5,1,0.0,0.2
870,6,XO...XO.X,O,7,-1,0.0,-0.2
870,7,XO...XOOX,X,4,1,0.0,0.2
871,1,.........,X,0,-1,0.4814204608666107,0.1851363686932886
871,2,X........,O,2,1,-0.14160284368895998,0.08671772504883205
871,3,X.O......,X,3,-1,0.36355444326399994,0.09084355461119997
871,4,X.OX.....,O,6,1,-0.06559999999999999,0.14751999999999998
871,5,X.OX..O..,X,5,-1,-0.03999999999999998,-0.23199999999999998
871,6,X.OX.XO..,O,4,1,0.2,0.36000000000000004
872,1,.........,X,0,-1,0.1851363686932886,-0.05189090504536914
872,2,X........,O,2,1,0.08671772504883205,0.26937418003906566
872,3,X.O......,X,3,-1,0.09084355461119997,-0.12732515631104005
872,4,X.OX.....,O,6,1,0.14751999999999998,0.31801599999999997
872,5,X.OX..O..,X,1,-1,0.03999999999999998,-0.16800000000000004
872,6,XXOX..O..,O,7,1,0.08800000000000002,0.27040000000000003
872,7,XXOX..OO.,X,8,-1,0.2,-0.03999999999999998
872,8,XXOX..OOX,O,4,1,0.0,0.2
873,1,.........,X,4,-1,0.11313471234010808,-0.10949223012791354
873,2,....X....,O,6,1,-0.0929254263572627,0.12565965891418987
873,3,....X.O..,X,5,-1,0.2,-0.03999999999999998
873,4,....XXO..,O,0,1,0.2,0.36000000000000004
873,5,O...XXO..,X,8,-1,0.2,-0.03999999999999998
873,6,O...XXO.X,O,3,1,0.0,0.2
874,1,.........,X,2,1,-0.026570847191285274,0.17874332224697181
874,2,..X......,O,7,-1,-0.47232,-0.577856
874,3,..X....O.,X,4,1,0.39039999999999997,0.51232
874,4,..X.X..O.,O,5,-1,-0.2,-0.36000000000000004
874,5,..X.XO.O.,X,6,1,0.2,0.36000000000000004
875,1,.........,X,6,1,-0.09851014943523898,0.12119188045180881
875,2,......X..,O,8,-1,-0.598433140736,-0.6787465125887999
875,3,......X.O,X,3,1,0.50848,0.606784
875,4,...X..X.O,O,4,-1,0.0,-0.2
875,5,...XO.X.O,X,0,1,0.2,0.36000000000000004
876,1,.........,X,2,1,0.17874332224697181,0.34299465779757743
876,2,..X......,O,3,-1,-0.5240448,-0.61923584
876,3,..XO.....,X,0,1,0.5240448,0.61923584
876,4,X.XO.....,O,1,-1,0.0,-0.2
876,5,XOXO.....,X,8,1,0.0,0.2
876,6,XOXO....X,O,4,-1,0.0,-0.2
876,7,XOXOO...X,X,5,1,0.0,0.2
877,1,.........,X,2,0,0.34299465779757743,0.27439572623806197
877,2,..X......,O,4,0,0.06573202575704085,0.052585620605632676
877,3,..X.O....,X,7,0,-0.36000000000000004,-0.28800000000000003
877,4,..X.O..X.,O,6,0,0.36000000000000004,0.28800000000000003
877,5,..X.O.OX.,X,8,0,-0.2,-0.16
877,6,..X.O.OXX,O,1,0,0.0,0.0
877,7,.OX.O.OXX,X,0,0,0.0,0.0
877,8,XOX.O.OXX,O,5,0,0.0,0.0
877,9,XOX.OOOXX,X,3,0,0.0,0.0
878,1,.........,X,2,0,0.27439572623806197,0.21951658099044957
878,2,..X......,O,4,0,0.052585620605632676,0.04206849648450614
878,3,..X.O....,X,0,0,0.2,0.16
878,4,X.X.O....,O,5,0,0.0,0.0
878,5,X.X.OO...,X,3,0,0.36000000000000004,0.28800000000000003
878,6,X.XXOO...,O,1,0,0.0,0.0
878,7,XOXXOO...,X,7,0,0.0,0.0
878,8,XOXXOO.X.,O,6,0,0.0,0.0
878,9,XOXXOOOX.,X,8,0,0.0,0.0
879,1,.........,X,2,-1,0.21951658099044957,-0.024386735207640342
879,2,..X......,O,4,1,0.04206849648450614,0.23365479718760493
879,3,..X.O....,X,0,-1,0.16,-0.07199999999999998
879,4,X.X.O....,O,8,1,-0.2,0.03999999999999998
879,5,X.X.O...O,X,7,-1,0.2,-0.03999999999999998
879,6,X.X.O..XO,O,5,1,0.0,0.2
879,7,X.X.OO.XO,X,6,-1,0.0,-0.2
879,8,X.X.OOXXO,O,3,1,0.2,0.36000000000000004
880,1,.........,X,6,1,0.12119188045180881,0.2969535043614471
880,2,......X..,O,1,-1,0.08406026240000003,-0.13275179008
880,3,.O....X..,X,0,1,0.16,0.328
880,4,XO....X..,O,4,-1,0.0,-0.2
880,5,XO..O.X..,X,3,1,0.0,0.2
881,1,.........,X,6,1,0.2969535043614471,0.43756280348915766
881,2,......X..,O,1,-1,-0.13275179008,-0.306201432064
881,3,.O....X..,X,0,1,0.328,0.46240000000000003
881,4,XO....X..,O,8,-1,0.0,-0.2
881,5,XO....X.O,X,4,1,0.0,0.2
881,6,XO..X.X.O,O,2,-1,0.0,-0.2
881,7,XOO.X.X.O,X,5,1,0.0,0.2
881,8,XOO.XXX.O,O,7,-1,0.0,-0.2
881,9,XOO.XXXOO,X,3,1,0.36000000000000004,0.488
882,1,.........,X,7,-1,-0.24153852587963176,-0.3932308207037054
882,2,.......X.,O,4,1,0.2772650844159999,0.42181206753279993
882,3,....O..X.,X,0,-1,0.2,-0.03999999999999998
882,4,X...O..X.,O,3,1,0.0,0.2
882,5,X..OO..X.,X,8,-1,0.0,-0.2
882,6,X..OO..XX,O,5,1,0.0,0.2
883,1,.........,X,6,1,0.43756280348915766,0.5500502427913261
883,2,......X..,O,1,-1,-0.306201432064,-0.44496114565120004
883,3,.O....X..,X,0,1,0.46240000000000003,0.56992
883,4,XO....X..,O,3,-1,0.0,-0.2
883,5,XO.O..X..,X,5,1,0.0,0.2
883,6,XO.O.XX..,O,2,-1,0.0,-0.2
883,7,XOOO.XX..,X,8,1,0.2,0.36000000000000004
883,8,XOOO.XX.X,O,4,-1,0.0,-0.2
883,9,XOOOOXX.X,X,7,1,0.0,0.2
884,1,.........,X,6,0,0.5500502427913261,0.44004019423306084
884,2,......X..,O,0,0,-0.31370611802065196,-0.2509648944165216
884,3,O.....X..,X,4,0,0.22806849126400003,0.18245479301120002
884,4,O...X.X..,O,2,0,-0.041983999999999994,-0.0335872
884,5,O.O.X.X..,X,1,0,0.29593600000000003,0.23674880000000004
884,6,OXO.X.X..,O,7,0,0.0,0.0
884,7,OXO.X.XO.,X,8,0,0.0,0.0
884,8,OXO.X.XOX,O,3,0,0.0,0.0
884,9,OXOOX.XOX,X,5,0,0.0,0.0
885,1,.........,X,3,1,-0.09354674817897196,0.12516260145682245
885,2,...X.....,O,0,-1,0.36000000000000004,0.08800000000000002
885,3,O..X.....,X,4,1,0.0,0.2
885,4,O..XX....,O,5,-1,0.2,-0.03999999999999998
885,5,O..XXO...,X,1,1,0.0,0.2
885,6,OX.XXO...,O,7,-1,0.0,-0.2
885,7,OX.XXO.O.,X,6,1,0.0,0.2
885,8,OX.XXOXO.,O,8,-1,0.0,-0.2
885,9,OX.XXOXOO,X,2,1,0.0,0.2
886,1,.........,X,4,1,-0.10949223012791354,0.11240621589766919
886,2,....X....,O,6,-1,0.12565965891418987,-0.0994722728686481
886,3,....X.O..,X,3,1,0.18296821759999998,0.34637457408
886,4,...XX.O..,O,8,-1,0.16800000000000004,-0.06559999999999999
886,5,...XX.O.O,X,1,1,-0.2,0.03999999999999998
886,6,.X.XX.O.O,O,2,-1,0.2,-0.03999999999999998
886,7,.XOXX.O.O,X,7,1,0.2,0.36000000000000004
887,1,.........,X,6,-1,0.44004019423306084,0.15203215538644865
887,2,......X..,O,0,1,-0.2509648944165216,-0.00077191553321726
887,3,O.....X..,X,8,-1,0.2,-0.03999999999999998
887,4,O.....X.X,O,4,1,0.0,0.2
887,5,O...O.X.X,X,2,-1,0.2,-0.03999999999999998
887,6,O.X.O.X.X,O,5,1,0.0,0.2
887,7,O.X.OOX.X,X,1,-1,0.0,-0.2
887,8,OXX.OOX.X,O,3,1,0.0,0.2
888,1,.........,X,6,0,0.15203215538644865,0.12162572430915893
888,2,......X..,O,0,0,-0.00077191553321726,-0.000617532426573808
