@relation 'x'
@attribute 'process.b1.capacity' numeric
@attribute 'process.b2.capacity' numeric
@attribute 'process.b3.capacity' numeric
@attribute 'process.b4.capacity' numeric
@attribute 'property.price' numeric
@attribute 'property.product' {'1','2','3','4','5','6'}
@attribute 'property.winner' {'0','1','2','3','4'}
@attribute 'verification.result' {FALSE, TRUE}
@attribute 'verification.time' numeric
@data
0,3,1,1,70,"4","2","TRUE",456.25
0,3,1,1,70,"4","3","FALSE",533.583333333333
0,3,1,1,70,"4","4","FALSE",547.291666666667
0,3,1,1,70,"5","0","FALSE",757.916666666667
0,3,1,1,71,"5","0","FALSE",755.25
0,3,1,1,72,"5","0","FALSE",730.833333333333
0,3,1,1,73,"5","0","FALSE",714.916666666667
0,3,1,1,74,"5","0","FALSE",741
0,3,1,1,75,"5","0","FALSE",722.333333333333
0,3,1,1,76,"5","0","FALSE",704.416666666667
0,3,1,1,77,"5","0","FALSE",717.5
0,3,1,1,78,"5","0","FALSE",741.833333333333
0,3,1,1,79,"5","0","FALSE",713.333333333333
0,3,1,1,80,"5","0","TRUE",102.416666666667
0,3,1,1,80,"5","2","FALSE",755.666666666667
0,3,1,1,80,"5","3","FALSE",777.333333333333
0,3,1,1,80,"5","4","TRUE",103.833333333333
0,3,2,0,59,"1","0","FALSE",521.694444444444
0,3,2,0,59,"2","0","FALSE",1517.08333333333
0,3,2,0,59,"4","0","FALSE",474.638888888889
0,3,2,0,59,"6","0","FALSE",142.5
0,3,2,0,60,"1","0","FALSE",441
0,3,2,0,60,"2","0","FALSE",1159.63888888889
0,3,2,0,60,"4","0","FALSE",411.611111111111
0,3,2,0,60,"6","0","TRUE",88.6944444444444
0,3,2,0,60,"6","2","TRUE",83.9444444444444
0,3,2,0,60,"6","3","FALSE",133.194444444444
0,3,2,0,61,"1","0","FALSE",459.666666666667
0,3,2,0,61,"2","0","FALSE",1291.16666666667
0,3,2,0,61,"4","0","FALSE",442.208333333333
0,3,2,0,62,"1","0","FALSE",473.416666666667
0,3,2,0,62,"2","0","FALSE",1236.08333333333
0,3,2,0,62,"4","0","FALSE",438.486111111111
0,3,2,0,63,"1","0","FALSE",475.305555555556
0,3,2,0,63,"2","0","FALSE",1318.36111111111
0,3,2,0,63,"4","0","FALSE",459.722222222222
0,3,2,0,64,"1","0","FALSE",390.527777777778
0,3,2,0,64,"2","0","FALSE",1024.02777777778
0,3,2,0,64,"4","0","FALSE",354.166666666667
0,3,2,0,65,"1","0","FALSE",413.166666666667
0,3,2,0,65,"2","0","FALSE",1109.27777777778
0,3,2,0,65,"4","0","FALSE",389.305555555556
0,3,2,0,66,"1","0","FALSE",396.305555555556
0,3,2,0,66,"2","0","FALSE",1117.13888888889
0,3,2,0,66,"4","0","FALSE",382.736111111111
0,3,2,0,67,"1","0","FALSE",422
0,3,2,0,67,"2","0","FALSE",1228.47222222222
0,3,2,0,67,"4","0","FALSE",420.097222222222
0,3,2,0,68,"1","0","FALSE",386.25
0,3,2,0,68,"2","0","FALSE",901.361111111111
0,3,2,0,68,"4","0","FALSE",365.972222222222
0,3,2,0,69,"1","0","FALSE",419.333333333333
0,3,2,0,69,"2","0","FALSE",1015.27777777778
0,3,2,0,69,"3","0","FALSE",107.027777777778
0,3,2,0,69,"4","0","FALSE",401.833333333333
0,3,2,0,70,"1","0","TRUE",376.416666666667
0,3,2,0,70,"1","2","TRUE",415.138888888889
0,3,2,0,70,"1","3","FALSE",442.75
0,3,2,0,70,"2","0","FALSE",1009.91666666667
0,3,2,0,70,"3","0","TRUE",99.4166666666667
0,3,2,0,70,"3","2","TRUE",96.2777777777778
0,3,2,0,70,"3","3","FALSE",99.8055555555556
0,3,2,0,70,"4","0","TRUE",345.861111111111
0,3,2,0,70,"4","2","TRUE",371.875
0,3,2,0,70,"4","3","FALSE",433.138888888889
0,3,2,0,71,"2","0","FALSE",1123.69444444444
0,3,2,0,72,"2","0","FALSE",1067.61111111111
0,3,2,0,73,"2","0","FALSE",1249.52777777778
0,3,2,0,74,"2","0","FALSE",1189.44444444444
0,3,2,0,75,"2","0","FALSE",1342.25
0,3,2,0,76,"2","0","FALSE",1001.94444444444
0,3,2,0,77,"2","0","FALSE",1128.83333333333
0,3,2,0,78,"2","0","FALSE",1107.88888888889
0,3,2,0,79,"2","0","FALSE",1272.69444444444
0,3,2,0,80,"2","0","TRUE",119.833333333333
0,3,2,0,80,"2","2","TRUE",316.583333333333
0,3,2,0,80,"2","3","TRUE",127.833333333333
0,3,2,1,59,"1","0","FALSE",688.625
0,3,2,1,59,"2","0","FALSE",1721.23611111111
0,3,2,1,59,"4","0","FALSE",588.491666666667
0,3,2,1,59,"6","0","FALSE",259.527777777778
0,3,2,1,60,"1","0","FALSE",630.916666666667
0,3,2,1,60,"2","0","FALSE",1308.68055555556
0,3,2,1,60,"4","0","FALSE",550.225
0,3,2,1,60,"6","0","TRUE",90.6666666666667
0,3,2,1,60,"6","2","TRUE",91.625
0,3,2,1,60,"6","3","FALSE",241.763888888889
0,3,2,1,60,"6","4","FALSE",226.083333333333
0,3,2,1,61,"1","0","FALSE",645.972222222222
0,3,2,1,61,"2","0","FALSE",1430.56944444444
0,3,2,1,61,"4","0","FALSE",566.816666666667
0,3,2,1,62,"1","0","FALSE",657.125
0,3,2,1,62,"2","0","FALSE",1390.65277777778
0,3,2,1,62,"4","0","FALSE",574.391666666667
0,3,2,1,63,"1","0","FALSE",667.486111111111
0,3,2,1,63,"2","0","FALSE",1448.625
0,3,2,1,63,"4","0","FALSE",585.766666666667
0,3,2,1,64,"1","0","FALSE",575.986111111111
0,3,2,1,64,"2","0","FALSE",1195.41666666667
0,3,2,1,64,"4","0","FALSE",494.675
0,3,2,1,65,"1","0","FALSE",611.138888888889
0,3,2,1,65,"2","0","FALSE",1303.47222222222
0,3,2,1,65,"4","0","FALSE",515.975
0,3,2,1,66,"1","0","FALSE",608.972222222222
0,3,2,1,66,"2","0","FALSE",1314.31944444444
0,3,2,1,66,"4","0","FALSE",510.908333333333
0,3,2,1,67,"1","0","FALSE",645.722222222222
0,3,2,1,67,"2","0","FALSE",1459.66666666667
0,3,2,1,67,"4","0","FALSE",548.016666666667
0,3,2,1,68,"1","0","FALSE",590.847222222222
0,3,2,1,68,"2","0","FALSE",1112.23611111111
0,3,2,1,68,"4","0","FALSE",503.983333333333
0,3,2,1,69,"1","0","FALSE",614.986111111111
0,3,2,1,69,"2","0","FALSE",1226.51388888889
0,3,2,1,69,"3","0","FALSE",189.888888888889
0,3,2,1,69,"4","0","FALSE",530.225
0,3,2,1,69,"5","0","FALSE",757.916666666667
0,3,2,1,70,"1","0","TRUE",554.041666666667
0,3,2,1,70,"1","2","TRUE",609.097222222222
0,3,2,1,70,"1","3","FALSE",642.652777777778
0,3,2,1,70,"1","4","FALSE",640.75
0,3,2,1,70,"2","0","FALSE",1231.48611111111
0,3,2,1,70,"3","0","TRUE",160.402777777778
0,3,2,1,70,"3","2","TRUE",152.611111111111
0,3,2,1,70,"3","3","FALSE",176.680555555556
0,3,2,1,70,"3","4","FALSE",190.083333333333
0,3,2,1,70,"4","0","TRUE",444.475
0,3,2,1,70,"4","2","TRUE",474.966666666667
0,3,2,1,70,"4","3","FALSE",571.833333333333
0,3,2,1,70,"4","4","FALSE",557.333333333333
0,3,2,1,70,"5","0","FALSE",760.361111111111
0,3,2,1,71,"2","0","FALSE",1345.88888888889
0,3,2,1,71,"5","0","FALSE",761.236111111111
0,3,2,1,72,"2","0","FALSE",1291.125
0,3,2,1,72,"5","0","FALSE",757.097222222222
0,3,2,1,73,"2","0","FALSE",1480.02777777778
0,3,2,1,73,"5","0","FALSE",729.430555555556
0,3,2,1,74,"2","0","FALSE",1425.48611111111
0,3,2,1,74,"5","0","FALSE",747.458333333333
0,3,2,1,75,"2","0","FALSE",1560.80555555556
0,3,2,1,75,"5","0","FALSE",756.75
0,3,2,1,76,"2","0","FALSE",1181.19444444444
0,3,2,1,76,"5","0","FALSE",743.763888888889
0,3,2,1,77,"2","0","FALSE",1324.95833333333
0,3,2,1,77,"5","0","FALSE",747.305555555556
0,3,2,1,78,"2","0","FALSE",1316.54166666667
0,3,2,1,78,"5","0","FALSE",740.722222222222
0,3,2,1,79,"2","0","FALSE",1484.55555555556
0,3,2,1,79,"5","0","FALSE",746.152777777778
0,3,2,1,80,"2","0","TRUE",127.430555555556
0,3,2,1,80,"2","2","TRUE",387.388888888889
0,3,2,1,80,"2","3","TRUE",134.611111111111
0,3,2,1,80,"2","4","FALSE",1394.84722222222
0,3,2,1,80,"5","0","TRUE",101.333333333333
0,3,2,1,80,"5","2","FALSE",798.625
0,3,2,1,80,"5","3","FALSE",782.888888888889
0,3,2,1,80,"5","4","TRUE",101.680555555556
1,1,2,0,59,"2","0","FALSE",35478.3125
1,1,2,0,59,"6","0","FALSE",1719.22916666667
1,1,2,0,60,"2","0","FALSE",24690.5
1,1,2,0,60,"6","0","FALSE",1196.5625
1,1,2,0,61,"2","0","FALSE",28678.2291666667
1,1,2,0,61,"6","0","FALSE",1255.95833333333
1,1,2,0,62,"2","0","FALSE",27198.8333333333
1,1,2,0,62,"6","0","FALSE",1202.75
1,1,2,0,63,"2","0","FALSE",29408.0625
1,1,2,0,63,"6","0","FALSE",1260.4375
1,1,2,0,64,"2","0","FALSE",21949.3541666667
1,1,2,0,64,"6","0","FALSE",1168.3125
1,1,2,0,65,"2","0","FALSE",26256.4583333333
1,1,2,0,65,"6","0","FALSE",1236.5
1,1,2,0,66,"2","0","FALSE",25369.6875
1,1,2,0,66,"6","0","FALSE",1279.89583333333
1,1,2,0,67,"2","0","FALSE",29925.0416666667
1,1,2,0,67,"6","0","FALSE",1483.79166666667
1,1,2,0,68,"2","0","FALSE",19271.2916666667
1,1,2,0,68,"6","0","FALSE",1078.77083333333
1,1,2,0,69,"2","0","FALSE",22848.75
1,1,2,0,69,"3","0","FALSE",465.854166666667
1,1,2,0,69,"6","0","FALSE",1105.9375
1,1,2,0,70,"2","0","FALSE",21991.9375
1,1,2,0,70,"3","0","FALSE",476.770833333333
1,1,2,0,70,"6","0","FALSE",1165.1875
1,1,2,0,71,"2","0","FALSE",25994
1,1,2,0,71,"3","0","FALSE",444.125
1,1,2,0,71,"6","0","FALSE",1328.125
1,1,2,0,72,"2","0","FALSE",24081.7708333333
1,1,2,0,72,"3","0","FALSE",462.270833333333
1,1,2,0,72,"6","0","FALSE",1268.47916666667
1,1,2,0,73,"2","0","FALSE",29144.6041666667
1,1,2,0,73,"3","0","FALSE",431.1875
1,1,2,0,73,"6","0","FALSE",1409.39583333333
1,1,2,0,74,"2","0","FALSE",27501.9375
1,1,2,0,74,"3","0","FALSE",467.5625
1,1,2,0,74,"6","0","FALSE",1352.95833333333
1,1,2,0,75,"2","0","FALSE",31956.75
1,1,2,0,75,"3","0","FALSE",442.375
1,1,2,0,75,"6","0","FALSE",1573.5625
1,1,2,0,76,"2","0","FALSE",20463.4375
1,1,2,0,76,"3","0","FALSE",480.791666666667
1,1,2,0,76,"6","0","FALSE",1128.02083333333
1,1,2,0,77,"2","0","FALSE",25185.4791666667
1,1,2,0,77,"3","0","FALSE",437.833333333333
1,1,2,0,77,"6","0","FALSE",1250.60416666667
1,1,2,0,78,"2","0","FALSE",23841.1458333333
1,1,2,0,78,"3","0","FALSE",478.083333333333
1,1,2,0,78,"6","0","FALSE",1217.3125
1,1,2,0,79,"2","0","FALSE",28590.2083333333
1,1,2,0,79,"3","0","FALSE",443.041666666667
1,1,2,0,79,"6","0","FALSE",1407.33333333333
1,1,2,0,80,"2","0","TRUE",5465.27083333333
1,1,2,0,80,"2","1","TRUE",5927.4375
1,1,2,0,80,"2","2","FALSE",27858.7708333333
1,1,2,0,80,"2","3","FALSE",29312.4791666667
1,1,2,0,80,"3","0","TRUE",92.3333333333333
1,1,2,0,80,"3","1","TRUE",91.3541666666667
1,1,2,0,80,"3","2","FALSE",477.708333333333
1,1,2,0,80,"3","3","FALSE",470.416666666667
1,1,2,0,80,"6","0","TRUE",333.020833333333
1,1,2,0,80,"6","1","TRUE",335.9375
1,1,2,0,80,"6","2","FALSE",1394.58333333333
1,1,2,0,80,"6","3","FALSE",1434.625
1,1,2,1,59,"2","0","FALSE",40353.8888888889
1,1,2,1,59,"6","0","FALSE",4476.41666666667
1,1,2,1,60,"2","0","FALSE",28170.1111111111
1,1,2,1,60,"6","0","FALSE",3407.33333333333
1,1,2,1,61,"2","0","FALSE",31292.3888888889
1,1,2,1,61,"6","0","FALSE",3331.22222222222
1,1,2,1,62,"2","0","FALSE",30704.2222222222
1,1,2,1,62,"6","0","FALSE",3418.72222222222
1,1,2,1,63,"2","0","FALSE",32320.6666666667
1,1,2,1,63,"6","0","FALSE",3304.41666666667
1,1,2,1,64,"2","0","FALSE",27020.2777777778
1,1,2,1,64,"6","0","FALSE",3243.83333333333
1,1,2,1,65,"2","0","FALSE",31143.4722222222
1,1,2,1,65,"6","0","FALSE",3505.77777777778
1,1,2,1,66,"2","0","FALSE",30776.7222222222
1,1,2,1,66,"6","0","FALSE",3630.58333333333
1,1,2,1,67,"2","0","FALSE",35298.8055555556
1,1,2,1,67,"6","0","FALSE",3996.94444444444
1,1,2,1,68,"2","0","FALSE",24020.1944444444
1,1,2,1,68,"6","0","FALSE",3008.13888888889
1,1,2,1,69,"2","0","FALSE",27255.5555555556
1,1,2,1,69,"3","0","FALSE",1560.30555555556
1,1,2,1,69,"5","0","FALSE",8812.22222222222
1,1,2,1,69,"6","0","FALSE",3094.97222222222
1,1,2,1,70,"2","0","FALSE",26999.6388888889
1,1,2,1,70,"3","0","FALSE",1557.05555555556
1,1,2,1,70,"5","0","FALSE",8872.25
1,1,2,1,70,"6","0","FALSE",3136.41666666667
1,1,2,1,71,"2","0","FALSE",31141.6111111111
1,1,2,1,71,"3","0","FALSE",1522.94444444444
1,1,2,1,71,"5","0","FALSE",8882.13888888889
1,1,2,1,71,"6","0","FALSE",3598.55555555556
1,1,2,1,72,"2","0","FALSE",29333.25
1,1,2,1,72,"3","0","FALSE",1521.55555555556
1,1,2,1,72,"5","0","FALSE",8841.11111111111
1,1,2,1,72,"6","0","FALSE",3397.22222222222
1,1,2,1,73,"2","0","FALSE",34668.2222222222
1,1,2,1,73,"3","0","FALSE",1317.83333333333
1,1,2,1,73,"5","0","FALSE",8684.02777777778
1,1,2,1,73,"6","0","FALSE",3898.38888888889
1,1,2,1,74,"2","0","FALSE",32808.0833333333
1,1,2,1,74,"3","0","FALSE",1506.94444444444
1,1,2,1,74,"5","0","FALSE",8988.38888888889
1,1,2,1,74,"6","0","FALSE",3705.80555555556
1,1,2,1,75,"2","0","FALSE",37421.1666666667
1,1,2,1,75,"3","0","FALSE",1392.25
1,1,2,1,75,"5","0","FALSE",8798.72222222222
1,1,2,1,75,"6","0","FALSE",4176.80555555556
1,1,2,1,76,"2","0","FALSE",25194.5555555556
1,1,2,1,76,"3","0","FALSE",1537.05555555556
1,1,2,1,76,"5","0","FALSE",8792.97222222222
1,1,2,1,76,"6","0","FALSE",3098.5
1,1,2,1,77,"2","0","FALSE",29798.0277777778
1,1,2,1,77,"3","0","FALSE",1323.61111111111
1,1,2,1,77,"5","0","FALSE",8758.44444444445
1,1,2,1,77,"6","0","FALSE",3379.25
1,1,2,1,78,"2","0","FALSE",28727.2222222222
1,1,2,1,78,"3","0","FALSE",1529.77777777778
1,1,2,1,78,"5","0","FALSE",8900.58333333333
1,1,2,1,78,"6","0","FALSE",3321.63888888889
1,1,2,1,79,"2","0","FALSE",33975.3333333333
1,1,2,1,79,"3","0","FALSE",1461.91666666667
1,1,2,1,79,"5","0","FALSE",8895.41666666667
1,1,2,1,79,"6","0","FALSE",3782.83333333333
1,1,2,1,80,"2","0","TRUE",6619.13888888889
1,1,2,1,80,"2","1","TRUE",6903.83333333333
1,1,2,1,80,"2","2","FALSE",33476.1388888889
1,1,2,1,80,"2","3","FALSE",35103.25
1,1,2,1,80,"2","4","FALSE",31005.8611111111
1,1,2,1,80,"3","0","TRUE",115.944444444444
1,1,2,1,80,"3","1","TRUE",115.666666666667
1,1,2,1,80,"3","2","FALSE",1461.94444444444
1,1,2,1,80,"3","3","FALSE",1380.36111111111
1,1,2,1,80,"3","4","FALSE",1556.55555555556
1,1,2,1,80,"5","0","FALSE",8744.08333333333
1,1,2,1,80,"6","0","TRUE",843.194444444444
1,1,2,1,80,"6","1","TRUE",882.888888888889
1,1,2,1,80,"6","2","FALSE",3754.13888888889
1,1,2,1,80,"6","3","FALSE",3872.19444444444
1,1,2,1,80,"6","4","FALSE",3535.5
1,1,2,1,81,"5","0","FALSE",8469.61111111111
1,1,2,1,82,"5","0","FALSE",8772.41666666667
1,1,2,1,83,"5","0","FALSE",8603.52777777778
1,1,2,1,84,"5","0","FALSE",8788.91666666667
1,1,2,1,85,"5","0","FALSE",8452.83333333333
1,1,2,1,86,"5","0","FALSE",8802.61111111111
1,1,2,1,87,"5","0","FALSE",8622.66666666667
1,1,2,1,88,"5","0","FALSE",8761.16666666667
1,1,2,1,89,"5","0","FALSE",8645.38888888889
1,1,2,1,90,"5","0","TRUE",81.8888888888889
1,1,2,1,90,"5","1","TRUE",1433.02777777778
1,1,2,1,90,"5","2","FALSE",10424.4722222222
1,1,2,1,90,"5","3","FALSE",9327.91666666667
1,1,2,1,90,"5","4","TRUE",84.7222222222222
1,2,2,0,59,"1","0","FALSE",15105.9166666667
1,2,2,0,59,"2","0","FALSE",35231.4333333333
1,2,2,0,59,"4","0","FALSE",951.833333333333
1,2,2,0,59,"6","0","FALSE",1703.1
1,2,2,0,60,"1","0","FALSE",10599.2777777778
1,2,2,0,60,"2","0","FALSE",24628.8833333333
1,2,2,0,60,"4","0","FALSE",882.333333333333
1,2,2,0,60,"6","0","FALSE",1168.71666666667
1,2,2,0,61,"1","0","FALSE",12062.3611111111
1,2,2,0,61,"2","0","FALSE",28386.7333333333
1,2,2,0,61,"4","0","FALSE",927.194444444444
1,2,2,0,61,"6","0","FALSE",1241.9
1,2,2,0,62,"1","0","FALSE",11614.9722222222
1,2,2,0,62,"2","0","FALSE",27104.5333333333
1,2,2,0,62,"4","0","FALSE",921.472222222222
1,2,2,0,62,"6","0","FALSE",1217.88333333333
1,2,2,0,63,"1","0","FALSE",12824.3888888889
1,2,2,0,63,"2","0","FALSE",29260.85
1,2,2,0,63,"4","0","FALSE",952.138888888889
1,2,2,0,63,"6","0","FALSE",1215.6
1,2,2,0,64,"1","0","FALSE",9324.94444444445
1,2,2,0,64,"2","0","FALSE",21867.4333333333
1,2,2,0,64,"4","0","FALSE",737.055555555556
1,2,2,0,64,"6","0","FALSE",1151.7
1,2,2,0,65,"1","0","FALSE",11079.1666666667
1,2,2,0,65,"2","0","FALSE",26133.1333333333
1,2,2,0,65,"4","0","FALSE",795.416666666667
1,2,2,0,65,"6","0","FALSE",1243.21666666667
1,2,2,0,66,"1","0","FALSE",10866.7777777778
1,2,2,0,66,"2","0","FALSE",25322.6
1,2,2,0,66,"4","0","FALSE",790.694444444444
1,2,2,0,66,"6","0","FALSE",1267.63333333333
1,2,2,0,67,"1","0","FALSE",12906.5277777778
1,2,2,0,67,"2","0","FALSE",29747.25
1,2,2,0,67,"4","0","FALSE",834.611111111111
1,2,2,0,67,"6","0","FALSE",1472.26666666667
1,2,2,0,68,"1","0","FALSE",8803.19444444445
1,2,2,0,68,"2","0","FALSE",19010.85
1,2,2,0,68,"4","0","FALSE",738.888888888889
1,2,2,0,68,"6","0","FALSE",1065.38333333333
1,2,2,0,69,"1","0","FALSE",10437.8333333333
1,2,2,0,69,"2","0","FALSE",22603.0833333333
1,2,2,0,69,"3","0","FALSE",455.283333333333
1,2,2,0,69,"4","0","FALSE",824.222222222222
1,2,2,0,69,"6","0","FALSE",1102.46666666667
1,2,2,0,70,"1","0","FALSE",10025.7777777778
1,2,2,0,70,"2","0","FALSE",21829.1833333333
1,2,2,0,70,"3","0","FALSE",473.516666666667
1,2,2,0,70,"4","0","TRUE",403.944444444444
1,2,2,0,70,"4","1","FALSE",908.25
1,2,2,0,70,"4","2","TRUE",462.444444444444
1,2,2,0,70,"4","3","FALSE",937.666666666667
1,2,2,0,70,"6","0","FALSE",1166.95
1,2,2,0,71,"1","0","FALSE",11753.9444444444
1,2,2,0,71,"2","0","FALSE",25648.3166666667
1,2,2,0,71,"3","0","FALSE",434.833333333333
1,2,2,0,71,"6","0","FALSE",1305
1,2,2,0,72,"1","0","FALSE",10487.5
1,2,2,0,72,"2","0","FALSE",23891.5166666667
1,2,2,0,72,"3","0","FALSE",456.683333333333
1,2,2,0,72,"6","0","FALSE",1227.06666666667
1,2,2,0,73,"1","0","FALSE",12919.1666666667
1,2,2,0,73,"2","0","FALSE",28885.4
1,2,2,0,73,"3","0","FALSE",414.85
1,2,2,0,73,"6","0","FALSE",1391.7
1,2,2,0,74,"1","0","FALSE",12246.8888888889
1,2,2,0,74,"2","0","FALSE",27252.7833333333
1,2,2,0,74,"3","0","FALSE",455.9
1,2,2,0,74,"6","0","FALSE",1324.88333333333
1,2,2,0,75,"1","0","FALSE",14634.2222222222
1,2,2,0,75,"2","0","FALSE",31755.55
1,2,2,0,75,"3","0","FALSE",427.35
1,2,2,0,75,"6","0","FALSE",1568.15
1,2,2,0,76,"1","0","FALSE",9649.30555555555
1,2,2,0,76,"2","0","FALSE",20316.65
1,2,2,0,76,"3","0","FALSE",460.05
1,2,2,0,76,"6","0","FALSE",1124.8
1,2,2,0,77,"1","0","FALSE",11680.2777777778
1,2,2,0,77,"2","0","FALSE",24790.2166666667
1,2,2,0,77,"3","0","FALSE",422.283333333333
1,2,2,0,77,"6","0","FALSE",1224.9
1,2,2,0,78,"1","0","FALSE",11226.25
1,2,2,0,78,"2","0","FALSE",23479
1,2,2,0,78,"3","0","FALSE",471.983333333333
1,2,2,0,78,"6","0","FALSE",1191.58333333333
1,2,2,0,79,"1","0","FALSE",13372.0833333333
1,2,2,0,79,"2","0","FALSE",28241.2666666667
1,2,2,0,79,"3","0","FALSE",434.45
1,2,2,0,79,"6","0","FALSE",1377.25
1,2,2,0,80,"1","0","FALSE",10009.2222222222
1,2,2,0,80,"2","0","TRUE",5507.5
1,2,2,0,80,"2","1","TRUE",5922.53333333333
1,2,2,0,80,"2","2","FALSE",27633.4333333333
1,2,2,0,80,"2","3","FALSE",29100.45
1,2,2,0,80,"3","0","TRUE",91.1
1,2,2,0,80,"3","1","TRUE",86.8833333333333
1,2,2,0,80,"3","2","FALSE",472.35
1,2,2,0,80,"3","3","FALSE",465.833333333333
1,2,2,0,80,"6","0","TRUE",324.35
1,2,2,0,80,"6","1","TRUE",334.1
1,2,2,0,80,"6","2","FALSE",1372.45
1,2,2,0,80,"6","3","FALSE",1422.13333333333
1,2,2,0,81,"1","0","FALSE",12243.3333333333
1,2,2,0,82,"1","0","FALSE",12013.6944444444
1,2,2,0,83,"1","0","FALSE",13958.7222222222
1,2,2,0,84,"1","0","FALSE",9265.69444444445
1,2,2,0,85,"1","0","FALSE",11109.9444444444
1,2,2,0,86,"1","0","FALSE",10743.1111111111
1,2,2,0,87,"1","0","FALSE",12694.2777777778
1,2,2,0,88,"1","0","FALSE",10967.3055555556
1,2,2,0,89,"1","0","FALSE",12809.3888888889
1,2,2,0,90,"1","0","TRUE",229.944444444444
1,2,2,0,90,"1","1","TRUE",5484.19444444444
1,2,2,0,90,"1","2","TRUE",248.027777777778
1,2,2,0,90,"1","3","FALSE",14678.4444444444
1,2,2,1,59,"1","0","FALSE",21354.875
1,2,2,1,59,"2","0","FALSE",40048.25
1,2,2,1,59,"4","0","FALSE",1250.375
1,2,2,1,59,"6","0","FALSE",4488.30952380952
1,2,2,1,60,"1","0","FALSE",16957.6666666667
1,2,2,1,60,"2","0","FALSE",28181.6547619048
1,2,2,1,60,"4","0","FALSE",1205.14583333333
1,2,2,1,60,"6","0","FALSE",3310.36904761905
1,2,2,1,61,"1","0","FALSE",17870.7083333333
1,2,2,1,61,"2","0","FALSE",31158.75
1,2,2,1,61,"4","0","FALSE",1200.20833333333
1,2,2,1,61,"6","0","FALSE",3308.2380952381
1,2,2,1,62,"1","0","FALSE",17725.5833333333
1,2,2,1,62,"2","0","FALSE",30506.2976190476
1,2,2,1,62,"4","0","FALSE",1215.79166666667
1,2,2,1,62,"6","0","FALSE",3405.11904761905
1,2,2,1,63,"1","0","FALSE",18380
1,2,2,1,63,"2","0","FALSE",31941.0238095238
1,2,2,1,63,"4","0","FALSE",1202.39583333333
1,2,2,1,63,"6","0","FALSE",3289.11904761905
1,2,2,1,64,"1","0","FALSE",15591.7916666667
1,2,2,1,64,"2","0","FALSE",26735.9166666667
1,2,2,1,64,"4","0","FALSE",1045.0625
1,2,2,1,64,"6","0","FALSE",3233.36904761905
1,2,2,1,65,"1","0","FALSE",17312.2083333333
1,2,2,1,65,"2","0","FALSE",30919.0595238095
1,2,2,1,65,"4","0","FALSE",1122.10416666667
1,2,2,1,65,"6","0","FALSE",3484.25
1,2,2,1,66,"1","0","FALSE",17394.375
1,2,2,1,66,"2","0","FALSE",30479.6904761905
1,2,2,1,66,"4","0","FALSE",1085.79166666667
1,2,2,1,66,"6","0","FALSE",3533.38095238095
1,2,2,1,67,"1","0","FALSE",19236.75
1,2,2,1,67,"2","0","FALSE",35290.0238095238
1,2,2,1,67,"4","0","FALSE",1169.58333333333
1,2,2,1,67,"6","0","FALSE",4002.7619047619
1,2,2,1,68,"1","0","FALSE",14948.9583333333
1,2,2,1,68,"2","0","FALSE",23673.7142857143
1,2,2,1,68,"4","0","FALSE",1063.45833333333
1,2,2,1,68,"6","0","FALSE",2943.96428571429
1,2,2,1,69,"1","0","FALSE",16339.3958333333
1,2,2,1,69,"2","0","FALSE",27162.2261904762
1,2,2,1,69,"3","0","FALSE",1518.96428571429
1,2,2,1,69,"4","0","FALSE",1115.29166666667
1,2,2,1,69,"5","0","FALSE",8747.29761904762
1,2,2,1,69,"6","0","FALSE",3066.70238095238
1,2,2,1,70,"1","0","FALSE",16229.9166666667
1,2,2,1,70,"2","0","FALSE",26857.6666666667
1,2,2,1,70,"3","0","FALSE",1506.70238095238
1,2,2,1,70,"4","0","TRUE",509.75
1,2,2,1,70,"4","1","FALSE",1185.95833333333
1,2,2,1,70,"4","2","TRUE",552.791666666667
1,2,2,1,70,"4","3","FALSE",1233.22916666667
1,2,2,1,70,"4","4","FALSE",1187.6875
1,2,2,1,70,"5","0","FALSE",8981.30952380952
1,2,2,1,70,"6","0","FALSE",3139.21428571429
1,2,2,1,71,"1","0","FALSE",17921.5208333333
1,2,2,1,71,"2","0","FALSE",31048.6547619048
1,2,2,1,71,"3","0","FALSE",1460.7380952381
1,2,2,1,71,"5","0","FALSE",8829.78571428571
1,2,2,1,71,"6","0","FALSE",3572.0119047619
1,2,2,1,72,"1","0","FALSE",17133.4375
1,2,2,1,72,"2","0","FALSE",28989.6071428571
1,2,2,1,72,"3","0","FALSE",1480.27380952381
1,2,2,1,72,"5","0","FALSE",8858.63095238095
1,2,2,1,72,"6","0","FALSE",3444.39285714286
1,2,2,1,73,"1","0","FALSE",19513.375
1,2,2,1,73,"2","0","FALSE",34327.7261904762
1,2,2,1,73,"3","0","FALSE",1297.5119047619
1,2,2,1,73,"5","0","FALSE",8621.40476190476
1,2,2,1,73,"6","0","FALSE",3830.36904761905
1,2,2,1,74,"1","0","FALSE",19059.1666666667
1,2,2,1,74,"2","0","FALSE",32804.5357142857
1,2,2,1,74,"3","0","FALSE",1477.05952380952
1,2,2,1,74,"5","0","FALSE",8958.75
1,2,2,1,74,"6","0","FALSE",3734.58333333333
1,2,2,1,75,"1","0","FALSE",21215.1041666667
1,2,2,1,75,"2","0","FALSE",37388.5238095238
1,2,2,1,75,"3","0","FALSE",1361.72619047619
