row_id,Wifes_age,Wifes_education,Husbands_education,Number_of_children_ever_born,Wifes_religion,Wifes_now_working%3F,Husbands_occupation,Standard-of-living_index,Media_exposure,Contraceptive_method_used
879,35.0,3,4,5.0,1,1,1,4,0,3
881,21.0,1,3,1.0,1,1,3,3,1,3
882,22.0,3,4,1.0,1,1,3,3,0,3
884,22.0,3,4,1.0,0,0,1,4,0,3
885,23.0,3,2,1.0,1,1,3,3,0,3
888,25.0,3,4,3.0,1,0,3,4,0,3
890,33.0,3,4,6.0,1,1,3,2,0,3
891,30.0,4,4,2.0,0,0,3,3,0,3
892,22.0,2,4,1.0,1,1,3,3,0,3
893,38.0,3,3,2.0,0,1,3,4,0,3
894,35.0,4,3,2.0,0,1,3,4,0,3
895,34.0,2,2,4.0,0,1,3,2,0,3
897,47.0,4,3,4.0,1,1,1,3,0,3
900,21.0,3,3,1.0,1,1,2,2,0,3
902,27.0,3,4,2.0,1,1,1,3,0,3
905,22.0,1,3,2.0,1,1,3,2,0,3
906,28.0,4,4,4.0,1,1,2,3,0,3
908,26.0,4,4,2.0,1,0,3,3,0,3
909,31.0,3,3,3.0,1,1,3,1,1,3
910,32.0,1,3,4.0,1,1,3,3,0,3
911,35.0,2,4,6.0,1,1,3,4,0,3
912,24.0,2,3,5.0,1,1,3,3,0,3
917,22.0,3,4,2.0,0,1,3,4,0,3
918,30.0,4,4,2.0,1,1,4,3,0,3
922,35.0,1,2,5.0,1,1,2,2,1,3
924,32.0,1,2,6.0,0,1,2,3,0,3
925,32.0,3,4,5.0,0,1,3,4,0,3
926,46.0,2,3,6.0,0,0,3,4,0,3
927,41.0,1,2,6.0,1,1,3,3,0,3
929,37.0,3,4,3.0,0,1,3,4,0,3
931,35.0,4,4,3.0,0,1,3,4,0,3
933,28.0,4,4,2.0,0,1,2,4,0,3
934,46.0,4,4,4.0,0,1,1,4,0,3
935,34.0,4,3,3.0,0,1,2,4,0,3
936,43.0,3,3,2.0,0,0,3,4,0,3
937,28.0,4,4,3.0,0,0,3,4,0,3
938,28.0,3,3,3.0,1,0,2,4,0,3
941,36.0,1,3,6.0,1,1,3,2,0,3
942,17.0,2,2,0.0,1,0,3,2,0,3
943,21.0,3,3,1.0,1,1,3,2,0,3
944,25.0,2,2,1.0,1,1,3,1,0,3
945,23.0,2,3,2.0,1,0,3,2,0,3
948,32.0,3,4,4.0,1,1,3,2,0,3
950,31.0,3,4,4.0,1,0,3,3,0,3
952,26.0,3,4,4.0,1,1,2,4,0,3
955,35.0,3,2,9.0,1,0,3,4,0,3
960,40.0,2,4,3.0,0,1,3,4,0,3
961,32.0,4,4,3.0,1,0,1,4,0,3
962,24.0,3,4,4.0,1,1,2,3,0,3
963,20.0,3,4,1.0,0,1,2,4,0,3
967,31.0,4,4,3.0,1,0,1,4,0,3
968,35.0,3,4,5.0,1,1,1,4,0,3
971,25.0,4,4,2.0,1,1,2,4,0,3
972,30.0,4,4,2.0,1,1,1,4,0,3
974,31.0,4,4,3.0,1,1,1,4,0,3
975,29.0,4,4,3.0,1,1,3,4,0,3
976,29.0,2,3,3.0,1,0,3,2,0,3
977,38.0,4,4,3.0,0,0,3,3,1,3
978,22.0,3,4,2.0,1,1,2,4,0,3
979,45.0,4,4,3.0,1,1,1,4,0,3
980,26.0,3,4,3.0,1,1,3,2,0,3
983,33.0,4,4,2.0,1,1,2,4,0,3
984,32.0,4,4,3.0,1,0,1,4,0,3
985,35.0,4,4,4.0,0,0,1,4,0,3
986,25.0,4,4,1.0,1,1,1,4,0,3
987,31.0,4,4,3.0,1,1,4,4,0,3
990,23.0,2,3,3.0,1,1,2,3,0,3
993,46.0,3,4,9.0,1,1,3,4,0,3
994,25.0,4,4,1.0,1,1,1,4,0,3
996,25.0,2,3,4.0,1,0,3,2,0,3
997,28.0,2,3,6.0,1,1,2,4,0,3
999,46.0,1,2,9.0,1,0,3,4,1,3
1002,27.0,2,4,1.0,1,0,1,1,0,1
1005,48.0,1,1,1.0,1,0,3,3,1,1
1006,23.0,4,4,0.0,1,0,1,4,0,1
1007,31.0,3,4,2.0,1,1,3,3,0,1
1008,49.0,4,4,1.0,1,1,3,4,0,1
1009,42.0,2,3,2.0,1,1,1,4,0,1
1010,26.0,2,4,3.0,1,1,3,4,0,1
1012,29.0,3,4,4.0,1,1,1,4,0,1
1015,22.0,4,4,0.0,1,1,3,2,0,1
1016,20.0,3,4,0.0,1,1,3,3,0,1
1021,41.0,2,4,1.0,1,1,2,3,0,1
1024,27.0,4,4,1.0,0,0,2,4,0,1
1025,33.0,4,4,2.0,0,1,1,4,0,1
1027,41.0,2,2,5.0,0,1,2,2,0,1
1028,40.0,2,2,8.0,1,1,1,3,0,1
1029,43.0,3,4,10.0,1,1,3,3,0,1
1030,35.0,3,4,6.0,1,0,2,2,0,1
1031,32.0,3,4,0.0,1,1,3,4,0,1
1033,47.0,2,2,4.0,1,1,3,1,0,1
1034,42.0,4,4,1.0,1,1,2,4,0,1
1035,48.0,4,4,4.0,0,1,1,4,0,1
1038,23.0,3,3,1.0,1,0,2,4,0,1
1040,43.0,2,3,3.0,0,1,2,3,0,1
1045,44.0,1,4,9.0,1,1,1,2,0,1
1047,28.0,3,4,1.0,0,1,2,2,0,1
1048,33.0,1,2,0.0,1,0,3,3,0,1
1049,43.0,4,4,6.0,1,1,1,3,0,1
1050,34.0,3,4,4.0,1,1,1,3,0,1
1051,36.0,1,4,2.0,1,1,2,2,0,1
1052,22.0,4,4,0.0,1,0,2,4,0,1
1053,35.0,2,3,8.0,1,1,3,3,1,1
1054,25.0,4,4,1.0,1,1,1,4,0,1
1055,43.0,1,2,8.0,1,1,2,2,1,1
1057,27.0,3,4,2.0,1,1,1,3,0,1
1058,30.0,1,1,7.0,1,1,2,3,0,1
1061,30.0,1,3,1.0,1,1,3,4,0,1
1063,45.0,2,3,11.0,1,1,2,3,0,1
1067,47.0,1,4,7.0,1,1,2,3,0,1
1068,30.0,4,4,4.0,1,1,2,4,0,1
1070,48.0,1,1,6.0,1,1,2,3,1,1
1073,48.0,3,4,5.0,1,1,2,3,0,1
1077,33.0,1,1,5.0,1,1,3,1,1,1
1078,37.0,3,4,7.0,1,1,3,4,0,1
1079,36.0,2,1,6.0,1,1,2,3,0,1
1080,25.0,3,4,3.0,1,1,1,1,0,1
1086,27.0,4,4,2.0,1,0,1,4,0,1
1088,46.0,3,1,5.0,1,1,3,2,0,1
1090,21.0,2,4,0.0,1,1,2,2,0,1
1091,20.0,3,4,2.0,1,1,3,3,0,1
1093,25.0,3,3,1.0,1,1,2,2,0,1
1094,38.0,1,2,6.0,1,1,2,1,1,1
1096,24.0,3,4,2.0,1,1,2,4,0,1
1099,23.0,3,4,4.0,1,1,3,1,1,1
1100,24.0,4,4,1.0,1,0,1,3,0,1
1101,26.0,4,4,3.0,1,1,1,4,0,1
1102,20.0,3,4,2.0,1,1,3,2,0,1
1104,22.0,4,4,0.0,1,1,2,1,1,1
1105,36.0,2,3,6.0,1,1,2,3,0,1
1107,47.0,2,2,7.0,1,1,2,2,0,1
1110,34.0,2,2,9.0,1,0,2,3,0,1
1112,18.0,3,4,1.0,1,1,3,3,0,1
1113,25.0,2,3,2.0,1,1,3,2,0,1
1115,21.0,4,4,1.0,1,1,3,4,0,1
1117,26.0,4,4,0.0,1,1,3,4,0,1
1122,30.0,3,4,4.0,0,1,2,3,0,1
1123,47.0,2,4,2.0,1,1,3,2,1,1
1124,38.0,2,2,6.0,1,1,3,4,0,1
1125,42.0,3,3,5.0,1,1,2,2,0,1
1128,42.0,4,4,3.0,1,0,1,4,0,1
1129,28.0,4,4,2.0,1,1,1,3,0,1
1131,45.0,1,3,7.0,1,0,1,3,0,1
1132,43.0,4,4,5.0,1,1,1,3,0,1
1133,28.0,3,4,0.0,1,0,3,4,0,1
1134,27.0,3,4,0.0,1,1,3,3,0,1
1136,26.0,3,4,1.0,0,1,2,2,0,1
1137,37.0,3,4,4.0,1,0,2,4,0,1
1140,22.0,2,4,1.0,1,1,3,4,0,1
1141,48.0,4,4,1.0,0,1,1,4,0,1
1144,33.0,4,4,3.0,0,0,1,3,0,1
1146,26.0,2,3,1.0,1,0,3,4,1,1
1148,25.0,3,3,1.0,1,0,2,4,0,1
1151,22.0,3,4,2.0,1,1,3,3,0,1
1153,26.0,2,3,3.0,1,1,3,4,0,1
1154,25.0,3,2,1.0,1,0,3,3,0,1
1160,20.0,3,4,0.0,1,1,3,3,0,1
1162,33.0,2,2,3.0,0,0,2,4,0,1
1163,41.0,3,4,3.0,0,1,2,4,0,1
1164,48.0,3,4,4.0,0,1,2,4,0,1
1165,32.0,4,4,1.0,0,1,1,4,0,1
1166,38.0,3,3,4.0,0,0,3,2,1,1
1168,34.0,1,3,4.0,1,0,3,4,0,1
1169,31.0,1,1,6.0,1,1,3,2,0,1
1171,45.0,2,2,7.0,1,1,3,1,1,1
1172,34.0,3,4,4.0,0,1,3,1,1,1
1173,16.0,2,4,1.0,1,1,3,4,0,1
1174,18.0,3,2,1.0,1,1,3,1,0,1
1177,41.0,1,3,3.0,1,0,2,4,0,1
1178,22.0,3,3,2.0,1,1,2,4,0,1
1180,22.0,3,4,0.0,1,0,3,4,0,1
1183,42.0,4,4,0.0,0,0,3,4,0,1
1186,28.0,4,4,3.0,0,0,1,4,0,1
1187,21.0,2,3,0.0,1,1,3,4,0,1
1188,26.0,4,4,2.0,1,1,1,3,0,1
1192,22.0,2,1,0.0,1,1,2,2,0,1
1194,47.0,4,4,1.0,1,1,1,4,0,1
1197,34.0,3,3,6.0,1,1,2,3,0,1
1198,47.0,2,3,5.0,1,1,1,1,0,1
1199,31.0,3,4,2.0,1,1,1,4,0,1
1200,26.0,1,3,1.0,1,1,3,1,0,1
1202,47.0,1,1,4.0,1,1,2,2,0,1
1205,32.0,1,3,4.0,1,1,2,2,1,1
1206,47.0,1,2,2.0,1,1,2,4,0,1
1207,27.0,4,4,3.0,1,1,1,4,0,1
1208,40.0,1,1,0.0,1,1,3,2,0,1
1209,46.0,4,4,6.0,1,1,1,4,0,1
1210,33.0,3,3,3.0,1,1,3,4,0,1
1211,49.0,1,2,5.0,1,0,2,2,1,1
1214,42.0,4,4,4.0,1,1,3,4,0,2
1218,49.0,3,4,4.0,1,1,3,4,0,2
1222,36.0,4,4,3.0,1,0,1,4,0,2
1223,45.0,2,2,9.0,1,1,3,3,0,2
1224,40.0,4,4,4.0,1,1,1,4,0,2
1227,26.0,2,4,2.0,1,1,1,4,0,2
1228,45.0,4,4,3.0,1,1,1,4,0,2
1231,27.0,4,4,3.0,1,1,1,3,0,2
1238,26.0,3,4,2.0,1,1,3,3,0,2
1239,41.0,4,4,8.0,1,1,1,4,0,2
1241,23.0,3,1,1.0,1,0,3,3,0,2
1243,22.0,4,4,1.0,1,0,2,2,0,2
1244,34.0,3,4,3.0,0,1,1,4,0,2
1247,43.0,1,3,4.0,1,1,1,4,0,2
1249,24.0,4,4,1.0,1,1,2,4,0,2
1251,34.0,3,4,4.0,1,1,3,3,0,2
1253,26.0,4,4,1.0,1,0,2,3,0,2
1256,47.0,4,4,4.0,0,1,2,4,0,2
1257,41.0,4,4,3.0,1,0,2,3,0,2
1262,32.0,4,4,4.0,1,1,2,3,0,2
1263,45.0,4,4,3.0,1,1,1,4,0,2
1264,37.0,4,4,4.0,1,1,1,4,0,2
1266,37.0,4,4,3.0,1,1,3,4,0,2
1267,35.0,4,4,5.0,1,1,2,4,0,2
1270,41.0,4,4,4.0,0,0,2,4,0,2
1271,35.0,1,2,9.0,1,0,3,1,0,2
1272,29.0,4,4,3.0,1,1,3,2,0,2
1274,22.0,3,3,2.0,1,1,3,3,0,2
1275,30.0,2,3,5.0,1,1,3,1,1,2
1276,36.0,4,4,3.0,1,1,3,3,0,2
1277,26.0,3,4,3.0,1,1,1,4,0,2
1279,39.0,4,4,3.0,0,1,2,4,0,2
1281,40.0,4,4,5.0,1,1,1,3,0,2
1282,43.0,3,3,6.0,1,0,3,2,0,2
1283,44.0,3,4,6.0,1,1,3,2,0,2
1284,24.0,4,4,2.0,1,1,2,4,0,2
1285,42.0,4,4,3.0,1,0,1,4,0,2
1286,33.0,3,4,2.0,1,1,1,4,0,2
1287,24.0,4,4,1.0,0,1,2,3,0,2
1288,28.0,3,4,2.0,0,1,2,3,0,2
1289,32.0,2,1,5.0,1,0,2,2,0,2
1292,41.0,3,4,3.0,0,1,2,4,0,2
1293,28.0,3,4,2.0,0,1,3,3,0,2
1295,31.0,2,2,4.0,1,1,4,3,1,2
1296,33.0,4,4,3.0,0,1,2,4,0,2
1298,39.0,3,4,5.0,1,1,3,4,0,2
1299,27.0,4,4,2.0,1,1,1,3,0,2
1300,48.0,4,4,3.0,0,1,1,4,0,2
1301,25.0,3,1,2.0,1,0,3,4,0,2
1304,34.0,4,4,4.0,1,0,3,3,0,2
1305,36.0,3,3,4.0,1,1,1,3,0,2
1311,42.0,3,3,4.0,0,1,3,4,0,2
1313,41.0,4,4,6.0,1,1,1,4,0,2
1314,43.0,4,4,5.0,0,1,1,4,0,2
1315,34.0,4,4,2.0,0,0,3,2,0,2
1316,44.0,2,3,1.0,0,1,2,4,0,2
1319,34.0,1,2,5.0,1,1,3,4,0,2
1320,32.0,3,2,5.0,1,1,3,3,0,3
1321,34.0,3,3,6.0,1,1,1,4,0,3
1323,21.0,3,3,1.0,0,1,3,2,0,3
1324,38.0,4,3,9.0,1,1,3,3,0,3
1325,39.0,4,4,3.0,1,0,1,4,0,3
1327,30.0,2,3,7.0,1,1,3,3,0,3
1328,17.0,3,4,1.0,1,1,3,3,0,3
1329,32.0,2,4,3.0,1,1,3,4,0,3
1330,43.0,4,4,5.0,0,1,1,4,0,3
1332,24.0,1,2,3.0,1,1,3,2,0,3
1333,26.0,2,4,3.0,1,1,1,3,0,3
1336,29.0,2,3,3.0,1,1,3,3,0,3
1337,21.0,3,4,1.0,1,0,3,4,0,3
1338,31.0,4,4,5.0,1,0,1,4,0,3
1340,24.0,2,4,3.0,1,1,3,3,0,3
1341,36.0,4,4,4.0,1,1,1,3,0,3
1342,37.0,2,3,9.0,1,1,3,3,0,3
1343,37.0,3,3,6.0,1,1,3,3,0,3
1344,37.0,3,3,11.0,1,1,1,2,0,3
1345,44.0,4,4,4.0,0,1,2,3,0,3
1346,35.0,2,3,6.0,1,1,2,3,0,3
1349,24.0,1,2,3.0,1,1,3,2,0,3
1351,21.0,3,2,1.0,1,1,3,1,1,3
1352,25.0,2,4,2.0,1,1,2,4,0,3
1353,26.0,4,4,1.0,1,0,2,4,0,3
1355,24.0,4,4,1.0,1,1,1,4,0,3
1356,30.0,3,4,3.0,0,1,3,3,0,3
1357,30.0,2,3,3.0,1,1,3,3,0,3
1359,29.0,2,4,4.0,1,1,3,2,0,3
1360,24.0,3,4,4.0,1,1,3,1,0,3
1364,30.0,3,3,4.0,1,0,3,2,0,3
1365,24.0,4,4,1.0,1,1,2,3,0,3
1366,25.0,4,4,2.0,1,1,1,2,0,3
1367,44.0,4,4,5.0,1,0,1,4,0,3
1368,28.0,2,3,3.0,1,1,2,4,0,3
1370,30.0,2,2,6.0,1,0,2,3,0,3
1374,33.0,3,3,4.0,1,0,2,3,0,3
1375,26.0,3,3,2.0,1,0,2,2,0,3
1377,32.0,3,3,4.0,1,1,2,1,0,3
1380,31.0,1,2,4.0,1,1,3,3,0,3
1381,36.0,1,2,4.0,1,1,3,1,1,3
1383,26.0,3,4,2.0,1,0,2,4,0,3
1385,28.0,4,4,1.0,1,1,2,4,0,3
1386,33.0,4,4,5.0,1,1,3,3,0,3
1388,31.0,4,4,2.0,0,1,1,4,0,3
1389,38.0,4,4,4.0,1,0,1,4,0,3
1390,35.0,1,2,5.0,1,1,3,3,0,3
1393,20.0,3,3,2.0,1,1,2,2,1,3
1394,18.0,3,3,1.0,1,1,2,2,0,3
1397,22.0,3,3,2.0,1,1,3,1,0,3
1400,27.0,3,4,4.0,1,1,3,4,0,3
1401,30.0,3,4,3.0,1,1,3,3,0,3
1402,25.0,3,4,2.0,1,1,3,3,0,3
1404,37.0,2,4,5.0,1,1,1,4,0,3
1406,36.0,1,1,5.0,1,1,3,3,0,3
1407,36.0,2,3,6.0,1,1,2,4,0,3
1408,36.0,4,4,3.0,1,1,2,4,0,3
1410,21.0,4,4,2.0,1,1,3,3,0,3
1411,25.0,4,4,2.0,1,1,2,3,0,3
1412,30.0,3,4,3.0,1,1,3,4,0,3
1413,22.0,3,3,3.0,1,1,3,3,0,3
1414,23.0,4,3,2.0,1,0,2,3,0,3
1416,28.0,4,3,2.0,1,1,3,2,0,3
1417,46.0,2,2,5.0,1,1,2,4,0,3
1418,47.0,4,4,5.0,1,1,3,2,0,3
1419,41.0,1,4,5.0,1,0,2,4,0,3
1420,44.0,4,4,5.0,1,1,3,4,0,3
1421,34.0,2,3,3.0,0,1,3,2,1,3
1422,37.0,2,3,6.0,1,1,3,4,0,3
1427,31.0,4,4,4.0,1,0,3,4,0,3
1431,27.0,4,4,2.0,0,0,2,4,0,3
1433,42.0,4,4,5.0,0,1,2,4,0,3
1434,24.0,4,4,1.0,1,1,1,3,0,3
1438,34.0,2,4,6.0,1,1,3,3,0,3
1439,32.0,3,4,5.0,0,1,1,4,0,3
1443,21.0,2,2,0.0,0,1,4,4,0,3
1447,34.0,4,4,2.0,0,0,2,4,0,3
1448,35.0,2,3,5.0,1,1,3,3,0,3
1449,19.0,4,4,1.0,1,1,2,3,0,3
1451,37.0,2,4,4.0,1,0,2,3,0,3
1453,28.0,1,3,5.0,1,1,3,4,0,3
1454,31.0,3,4,5.0,1,1,1,4,0,3
1455,32.0,2,2,6.0,1,1,2,3,0,3
1456,40.0,2,2,4.0,0,0,2,4,0,3
1460,22.0,4,3,1.0,1,1,2,2,0,3
1461,27.0,4,4,4.0,1,1,1,2,1,3
1462,21.0,4,4,1.0,0,1,2,4,0,3
1463,30.0,1,3,2.0,1,1,3,4,0,3
1465,25.0,2,4,3.0,1,1,1,3,0,3
1466,42.0,2,4,6.0,1,1,2,4,0,3
1469,33.0,4,4,3.0,1,1,1,4,0,3
1470,39.0,3,3,8.0,1,0,1,4,0,3
1472,17.0,3,3,1.0,1,1,2,4,0,3
